start	end	text
825120	828120	でそこでかなりテロ対策というのを
828120	831120	トルコの要求に受ける形で
831120	835120	強く入れたのかなと想像しています
835120	837120	ですからそういったところで
837120	839120	この納都の防衛計画の中にも
839120	842120	テロ対策を組み込んだというのですね
842120	843120	これトルコとしてみる
843120	846120	反対したらそれが実現しないということになりますので
846120	850120	納都としては大きなトルコの変化を
850120	854120	促す大きな柱だったのがあとです
854120	857120	相互にそうした取引のようなものがあったということですが
857120	859120	一方でその一つ焦点のあなっているのが
859120	862120	クラスター弾クラスター爆弾の位置づけです
862120	864120	アメリカバイレン大統領イギリススナック市長と
864120	866120	会談したということですが
866120	869120	この台場の動きというのはいかがでしょうか
869120	874120	これアメリカ自身はもう強要を決定して発表していますので
874120	878120	今の段階から理解を求めるということでは
878120	880120	恐くないんだと思うんですね
880120	883120	このプロセスですでに事前に
883120	887120	納都の主要国とは協議しているはずです
887120	890120	ですから各国批判的というようなコメントを
890120	892120	出してますけれども
892120	895120	それはあくまでもこのクラスター弾に関する
895120	899120	条約やモスロ条約の定約国としては
899120	901120	当然クラスター弾が使われることに
901120	904120	反省するわけに行かないわけですね
904120	906120	条約上の義務でもあるんで
906120	908120	これ参戦するわけにはいかない
908120	910120	ただアメリカが今回ある意味
910120	913120	苦情の決断として決定したことを
913120	916120	直接発体するような国というのは
916120	919120	実はないんですよと
919120	921120	イギリスもクラスター弾に使われることに
921120	923120	反対だと言いながら
923120	926120	もちろんオスロ条約の定約国ですから
926120	928120	参加している国ですから
928120	930120	自分は持っていないわけですね
930120	932120	ですから当然ウクラナに対する協力も
932120	935120	できないとしないということですけれども
935120	937120	アメリカの決定を思っていなくて
937120	939120	反対するということでは
939120	941120	おそらくないんだろうと
941120	943120	ですからこれ理解を求めたのは
943120	945120	もちろん確かなんですし
945120	948120	確かですしこの納得亀国の中で
948120	950120	根強い反対論があるのは
950120	951120	もちろんなんですね
951120	954120	ただおそらくこれは
954120	957120	ダイヤッカー足りないという中で
957120	960120	あるいはアメリカのヤモンズを出すということを
960120	963120	納得としてはなんとなく
963120	966120	必要悪的なところで
966120	969120	とりあえず経由でいたというような
969120	971120	今形なんだろうと思います
971120	973120	スタンスとしては異なるけれども
973120	975120	表だっては反対せず
975120	977120	そして分断というか意見が
977120	979120	大きく表だって対立させることは
979120	981120	避けるということになるわけですか
981120	983120	ですからこのサーミットで
983120	986120	主要期待になるということではないはずです
986120	988120	そうした中で今後の暗い支援のあり方
988120	990120	そして日本からは記者主張も
990120	992120	参加するということで
992120	993120	そうした中でどういった声が
993120	995120	形成されるのか見ていきたいと思います
995120	997120	ツロウカさんありがとうございました
997120	999120	はいどうもありがとうございました
999120	1000120	どうもありがとうございました
1000120	1002120	慶応大学人教授のツロウカ道都さんに
1002120	1004120	お話を伺いました
1004120	1005120	GPSラリオ
1005120	1007120	足からユースブラシ
1007120	1009120	お嬉しい
1009120	1011120	セッション
1012120	1014120	飲んです
1014120	1016120	目立つ場所にいる人のことは伝わりやすい
1016120	1019120	でも誰もが日の当たるところにいるとは
1019120	1020120	限らない
1020120	1022120	知ってほしい現実も届きにくくなる
1022120	1024120	だから気づいた人が
1024120	1026120	周りの人に伝えていく
1026120	1029120	伝えるってつなぐことだと思う
1029120	1031120	社会をつなぐ言葉で継ぐ
1031120	1033120	毎日新聞
1033120	1035120	人は支え合って生きていく
1035120	1037120	みんながみんなを支える社会を
1037120	1040120	日本財団は目指しています
1040120	1042120	困難を抱える子供たちを始め
1042120	1044120	障害のある方への支援や
1044120	1046120	災害復興支援
1046120	1048120	誰かのためにあなたにも
1048120	1051120	私にもできることがあるから
1051120	1053120	日本財団です
1054120	1056120	この時間は
1056120	1058120	毎日新聞社
1058120	1062120	日本財団の提供でお送りしました
1071120	1073120	発信柄ニュースプロジェクト
1073120	1075120	ニュースプロジェクト
1075120	1077120	セッション
1077120	1078120	ここからは
1078120	1079120	ハピネスクラブ
1079120	1081120	ラジオショッピングのお時間です
1081120	1082120	ハピネスクラブの
1082120	1084120	ワカマツアキラさんです
1084120	1086120	よろしくお願いします
1086120	1087120	よろしくお願いします
1087120	1088120	ナムさん
1088120	1090120	ちょっとだけ僕の話をさせてください
1090120	1091120	どうぞどうぞ
1091120	1092120	私
1092120	1093120	ワカマツアキラ
1093120	1096120	ラジオのお仕事22年になります
1096120	1097120	声がしみおだ
1097120	1099120	ラジオショッピングに関しては
1099120	1101120	数えてみますと
1101120	1103120	25,000回ほど
1103120	1105120	やっております
1105120	1106120	ベテラン
1106120	1107120	はいベテランです
1107120	1108120	はい
1108120	1109120	私はですね
1109120	1110120	はい
1110120	1113120	今日の味フライを
1113120	1116120	皆さんにご紹介するために
1116120	1119120	この仕事を続けてきたと言っても
1119120	1121120	それは過言です
1121120	1122120	これは言い過ぎです
1122120	1124120	過言ではないんですね
1124120	1125120	いや過言です
1125120	1126120	過言なんだ
1126120	1127120	言い過ぎました
1127120	1129120	この味フライめっちゃうまいです
1129120	1130120	ナムさん
1130120	1131120	いやもうね
1131120	1132120	ワカマツアまず最初に言っておきます
1132120	1133120	今日の味フライ
1133120	1135120	スタッフの皆さんにもどうぞ
1135120	1136120	ということで
1136120	1137120	ハピネスさんから
1137120	1140120	食分を提供いただいたんですが
1140120	1141120	今もスタッフみんなが
1141120	1143120	ニッコニコで
1143120	1144120	美味しい
1144120	1145120	外で食べちゃう
1145120	1146120	もうね
1146120	1147120	今プロデューサーが
1147120	1148120	スタジオの中に入ってきて
1148120	1150120	すっごい美味しかったです
1150120	1151120	そこを盛り込んでください
1151120	1152120	って言う
1152120	1154120	盛り込むも何も最初に言っとく
1154120	1155120	って言う
1155120	1156120	しかも今スタジオの中
1156120	1158120	揚げ立てのいい匂い
1158120	1159120	香ばしい
1159120	1160120	あのまずナムさん
1160120	1161120	はい
1161120	1164120	今空前の味フライブームが
1164120	1165120	来ているっていうのは
1165120	1166120	ご存知でしょう
1166120	1167120	知らなかったんですよ
1167120	1168120	これ聞いてびっくり
1168120	1169120	そうなんですか
1169120	1170120	九州で
1170120	1171120	いやそうなんですよ
1171120	1172120	あの
1172120	1174120	もともとは長崎県の
1174120	1176120	まつうら市が
1176120	1178120	味フライの聖地は
1178120	1179120	ここまつうらです
1179120	1180120	っていう発信を
1180120	1182120	三四年前に始めたんです
1182120	1183120	三四年前
1183120	1184120	そうです
1184120	1185120	それで
1185120	1186120	まあ
1186120	1187120	ハピネスクラブ福岡県で
1187120	1188120	はいはい
1188120	1189120	近くて
1189120	1190120	味フライの専門店が
1190120	1192120	今どんどんできてる
1192120	1193120	あっ
1193120	1194120	そんなことに
1194120	1195120	ナムさん今
1195120	1197120	東京にも味フライ専門店ができて
1197120	1199120	すっごい強烈なってそうですよ
1199120	1201120	私乗り遅れてる
1201120	1202120	でそんな中で
1202120	1205120	私自身が味フライが大好きで
1205120	1207120	長崎県まつうら市に
1207120	1208120	何度も足を運んで
1208120	1210120	食べ比べ食べ歩きをしてる
1210120	1211120	ぐらい大好きなんですよ
1211120	1212120	そんなに
1212120	1213120	そう
1213120	1214120	で今回はですね
1214120	1217120	長崎県まつうら市の
1217120	1220120	三四食堂さんとタッグを組みまして
1220120	1222120	ハピネスクラブ
1222120	1224120	独占販売
1224120	1225120	長崎
1225120	1226120	まつうら
1226120	1228120	三四食堂の味フライを
1228120	1230120	皆さんにお届けします
1230120	1232120	うわー
1232120	1233120	はい
1233120	1234120	届いてます
1234120	1235120	いいですか
1235120	1236120	もう我慢できない
1236120	1237120	食べましょうナムさん
1237120	1238120	いただきまーす
1238120	1239120	これまずそのまんまで
1239120	1240120	あげたって
1241120	1242120	あ、良いおそ
1245120	1246120	ふわふわでしょ
1246120	1247120	ふわふわ
1247120	1248120	ふっくら
1248120	1250120	サックサック
1250120	1251120	これねー
1251120	1252120	この塩気がまた
1253120	1255120	味フライ
1255120	1256120	美味しい
1256120	1257120	もうね
1257120	1259120	無無の分かる
1259120	1261120	皆さんの想像する
1261120	1263120	お素材の味フライと
1263120	1264120	またちょっと違って
1264120	1265120	何ですね
1265120	1266120	何これ
1266120	1267120	こんなに
1267120	1268120	上品だというと
1268120	1269120	またちょっと違うんですけど
1269120	1270120	そうそうそう
1270120	1271120	これもサックサックの
1271120	1273120	中の味のみがふわふわの
1273120	1276120	味のうま味が濃いの
1276120	1278120	ナムさんは
1278120	1279120	今何もつけずに
1279120	1280120	じゃったんですよね
1280120	1281120	今何もつけずにまずは
1281120	1282120	何が
1282120	1284120	ソースとタルタルが
1284120	1285120	用意して
1285120	1286120	あります
1286120	1287120	ありがとうございます
1287120	1289120	個人的にはやっぱタルタル
1289120	1290120	好きですね
1290120	1291120	じゃあ
1291120	1292120	高松さんのおすすめの
1292120	1293120	タルタルで行ってみようか
1293120	1294120	はい
1294120	1295120	でしょ
1295120	1296120	もうねー
1296120	1297120	たまんないっすよ
1297120	1298120	この味
1298120	1300120	タルタル合う
1300120	1301120	でしょ
1301120	1302120	このタルタルも美味しいし
1302120	1304120	このマリアージュねー
1304120	1305120	たまん
1305120	1306120	ごめんなさいでもね
1306120	1307120	ナムさん
1307120	1309120	僕が一番合うと思ってるのは
1309120	1310120	生姜醤油なんです
1310120	1312120	えーーー
1312120	1313120	それはもう
1313120	1314120	家で試しても
1314120	1316120	見てもらうしかないかな
1316120	1317120	意外
1317120	1318120	生姜醤油
1318120	1320120	これはですね
1320120	1323120	今回サンヨー食堂さんの
1323120	1325120	作業場っていうのが
1325120	1326120	松裏甲から
1326120	1327120	すぐ近くなんですよ
1327120	1329120	港のすぐ近く
1329120	1330120	で
1330120	1331120	冷凍されていない
1331120	1333120	水揚げされたばかりの味を
1333120	1335120	3枚おろしにして
1335120	1336120	腹骨中骨を取って
1336120	1337120	パン粉をつけて
1337120	1338120	急速冷凍
1338120	1339120	ここまでおよそ20分
1339120	1340120	ほー
1340120	1341120	つまりですね
1341120	1343120	頃物の中は
1343120	1345120	お刺身なんですよ
1345120	1347120	なるほどねー
1347120	1348120	骨ないもんだ
1348120	1349120	そう
1349120	1350120	で味のお刺身といえば
1350120	1351120	生姜醤油
1351120	1352120	生姜ね
1352120	1353120	添えたりするじゃないですか
1353120	1354120	あーだからかー
1354120	1355120	だからね
1355120	1356120	まさに私が言いたいのは
1356120	1357120	この
1357120	1359120	お刺身味フライという
1359120	1360120	ネーミング
1360120	1361120	あーうん
1361120	1362120	だってあの
1362120	1363120	しっぽついてないもの
1363120	1364120	そうなんです
1364120	1365120	開いてしっぽつきの
1365120	1366120	味フライではなくて
1366120	1367120	そうそう
1367120	1368120	3枚おろしにした
1368120	1369120	お刺身に
1369120	1370120	衣をつけてあげる
1370120	1371120	って感じなので
1371120	1372120	だからこんな
1372120	1373120	パンなんだー
1373120	1374120	そう思う
1374120	1375120	もうね
1375120	1376120	自分の言葉の力の
1376120	1377120	足りなさにすごい
1377120	1378120	こう
1378120	1379120	もっとこう
1379120	1380120	あのね
1380120	1381120	若松さんの説明と
1381120	1382120	私のさっきの
1382120	1384120	紙閉めたくさくで
1384120	1385120	十分に自分のさに
1385120	1386120	伝わってると思います
1386120	1387120	ほんとね
1387120	1388120	皆さんが
1388120	1389120	今まで食べてきた
1389120	1390120	味フライの
1390120	1391120	24倍用意してたら
1391120	1392120	そうそう
1392120	1393120	24かどうかわかんないけど
1393120	1394120	何倍も
1394120	1395120	ちょっとね
1395120	1396120	あの
1396120	1397120	概念が変わりました
1397120	1398120	変わります
1398120	1399120	変わります
1399120	1400120	まつうら味フライ検証に
1400120	1401120	載っとった
1401120	1402120	検証
1402120	1403120	ワンクローズンの
1403120	1404120	味フライ
1404120	1405120	これぞ本物
1405120	1407120	まつうらの味フライ
1407120	1408120	ハピネスクラブ
1408120	1409120	ラジオショッピーで
1409120	1410120	独占販売でございます
1410120	1411120	独占販売
1411120	1412120	おいくら
1412120	1413120	どれぐらいの量でしょ
1413120	1414120	は
1414120	1415120	総量ベッド税込
1415120	1418120	3980円です
1418120	1419120	ほうほう
1419120	1421120	味フライ1枚のサイズが
1421120	1422120	だいたい10センチ
1422120	1424120	11センチの長さの
1424120	1426120	5センチ6センチの幅で
1426120	1427120	めっちゃ肉圧です
1427120	1428120	そう
1428120	1429120	ボリューミーですよ
1429120	1430120	味フライ定食なら
1430120	1431120	2、3枚で
1431120	1432120	1人前というサイズ
1432120	1433120	あー
1433120	1434120	これがですね
1434120	1436120	14枚入り
1436120	1438120	500グラムパックで
1438120	1439120	お届けします
1439120	1440120	おー
1440120	1441120	すごいな
1441120	1442120	この
1443120	1445120	3980円は
1445120	1446120	14枚入り
1446120	1448120	500グラムパック
1448120	1449120	お
1449120	1450120	2パック
1450120	1451120	え?
1451120	1452120	合計1キロ28枚
1452120	1453120	セットで
1453120	1454120	お届けします
1454120	1455120	1パックでも安いと思って
1455120	1456120	2パック?
1456120	1457120	そう
1457120	1458120	1パックでも安いっていう
1458120	1459120	お声
1459120	1460120	すごく多いんです
1460120	1461120	あー
1461120	1462120	あげましょう
1462120	1463120	味を
1463120	1464120	あのー
1464120	1465120	最後に一つ
1465120	1466120	味フライって
1466120	1467120	そんなに
1467120	1469120	高級な特別な食べ物では
1469120	1470120	ないと思います
1470120	1471120	まあ
1471120	1472120	確かに普段の食卓にも
1472120	1473120	登るようなね
1473120	1474120	イメージ
1474120	1475120	なんなら
1475120	1476120	今日皆さん
1476120	1477120	帰りにお素材屋さんで
1477120	1478120	味フライターを追って
1478120	1479120	お考えだと思います
1479120	1480120	今
1480120	1481120	スイッチ入ったと思います
1481120	1482120	皆さんの
1482120	1483120	ただ
1483120	1484120	このマツーラの味フライは
1484120	1485120	ちょっとね
1485120	1486120	違います
1486120	1487120	そう
1487120	1488120	お素材
1488120	1489120	レベルじゃちょっとないな
1489120	1491120	愛と感動の味フライでございます
1491120	1492120	いいこと言う
1492120	1493120	スペシャル感
1493120	1494120	この時間
1494120	1495120	100セットのご用意で
1495120	1496120	それでは
1496120	1498120	では参考のお知らせです
1499120	1501120	お申し込みアフリーダイアル
1501120	1503120	0-1-2-0
1503120	1507120	33-3-の2-0-0
1508120	1510120	0-1-2-0
1510120	1513120	33-3-の200番です
1513120	1514120	ハピネスクラブの
1514120	1515120	ウェブサイトからは
1515120	1516120	300円引き
1516120	1518120	クーポンコード0954です
1519120	1520120	食品に付きご返品
1520120	1521120	OKできませんので
1521120	1522120	ご了承ください
1522120	1523120	長崎県
1523120	1524120	マツーラ市の
1524120	1526120	聖地の味フライ
1526120	1527120	28枚
1527120	1528120	合計1キログラムで
1528120	1530120	送料ベッド税込み
1530120	1532120	3980円です
1532120	1534120	ハピネスクラブさんの
1534120	1535120	独占販売
1535120	1536120	お申し込みは
1536120	1537120	0-1-2-0
1537120	1539120	33-3-の2-0-0
1539120	1540120	0-1-2-0
1540120	1541120	33-3-の2-0-0
1541120	1543120	ハピネスクラブまでお願いします
1543120	1544120	若松さん
1544120	1545120	美味しかった
1545120	1546120	ありがとうございました
1546120	1547120	あの
1547120	1548120	敷さんも食べてね
1548120	1549120	食べてると思います
1549120	1550120	ありがとうございました
1550120	1551120	ありがとうございます
1551120	1553120	ハピネスクラブラジオショッピングでした
1555120	1556120	ニキです
1556120	1557120	明日のカレージ
1557120	1558120	今日のテーマは
1558120	1560120	希少用方針って何者?
1560120	1561120	ゲストは
1561120	1562120	希少用方針だけで
1562120	1564120	構成された劇団
1564120	1565120	天気シルベ
1565120	1566120	団長の
1566120	1567120	中島斗司夫さん
1567120	1568120	希少用方針や
1568120	1569120	天気にまつわる
1569120	1570120	意外と知らないお話を
1570120	1571120	掛かっていきます
1571120	1572120	というか
1572120	1573120	この劇団が気になる
1573120	1574120	今夜10時から
1574120	1575120	どこか
1575120	1577120	うちの歌詞倉子の手なんと
1577120	1579120	上手に見つけてくれるところないかな
1579120	1580120	倉子向上なら
1580120	1581120	実績抜群
1581120	1582120	3期建設
1582120	1585120	0-3-5-2-0-0
1585120	1586120	0-9-9-9
1586120	1588120	5-2-0-0-0
1588120	1589120	9-9-9
1589120	1591120	0-3-5-2-0-0
1591120	1593120	0-9-9-9
1593120	1594120	3期建設
1623120	1624120	2期建設
1624120	1625120	2期建設
1625120	1626120	2期建設
1626120	1627120	2期建設
1627120	1628120	2期建設
1628120	1629120	2期建設
1629120	1630120	2期建設
