start	end	text
192640	201520	問題点だなとこの枝葉の部分だけで集まることはできないんだろうかと つまりその学校の周り走ってる時に腕時計と肌の間に挟んでいた100円玉で
201520	212880	だが宿をぜって言ってくれた軽くのような人たちとばかり会える同僧会ってないんだろうかと 考えるわけですねそういうなんかアプリとかないのかなとこの同僧会に行くか
212880	218960	2週間迷った人たちだけに連絡がいくアプリとかですねそういうのがないのかなというふうに思ったりしたんですが
218960	227120	他のどんな集まりでもですね日次会が終わって二次会に出ることはあっても3次会には行かないっていうふうに決めてるところが何となくありまして
227120	236400	もう4、5年前だと思いますけど以前同僧会があった時に3次会っていうものに出た人からですねこんな感じだったよっていう風に写真が怒られてきて
236400	244480	それが上半身裸で肩を組みながらみんなで空置を打っている写真でですね まず人前で上半身裸になることないですし
244480	252240	肩組むこともないしみんなで空置を打ったこともないんでこのハードルの高さはなんだと人間ってこんなに乱れることができるのかって
252240	263320	おののいた記憶があるんですけれども同僧会に行ってですね どうすればこの同僧会の民主化というのか情報を隅々にまで行き渡らせてその上で細かく
263320	271960	つどうことができるんだろうかとそんなことを考えた一日でございましたね 今日あの竹田なんかラジオやってるらしいじゃんなんて何人かに言われたんでね
271960	281320	もしかしたらどんなものか聞いてみるかっていう風に思っている 聞いてくれている人もいるのかもしれませんけどあれ竹田ってこんなに上絶に喋る奴だったみたいな
281320	293400	違和感を覚えている方もいるかもしれませんがまああいつ変わっちゃったなと思うかもしれませんけど 私は25年前から仲間うちには上絶というこの変わらぬスタイルを続けておりましたんでその点は
293400	301200	ブレずにやっております 今日だけではなくてですねまた来週からも聞いてもらえればなというふうに思っております
301200	312200	今日はですね11月3日ということで文化の日ですけれども 先日ですね三軒新聞のネット版の三軒ニュースというところが独自と名言ったニュースで
312200	319600	11月3日を文化の日かつ明治の日解消検討 長東派議連と大したニュースがあったんですね
319600	327040	こういうふうに書いてあります 明治天皇の誕生日にあたる11月3日をめぐり長東派の明治の日を実現するための議員連盟
327040	338200	会長フリア軽児もと国家康和委員長が既に定着している文化の日に明治の日を兵器する 祝日法改正案の提出を検討していることが31日分かった
338200	347240	来年1月少州の通常国会の提出を目指すと 11月3日は昭和22年まで明治天皇の異議を忍ぶ明治説という祝日だった
347240	354680	しかし戦後にgh9が戦略政策の一環で国家浸透色が濃い祝日の開廃を求め
354680	364440	23年から文化の日と名称が変更された で明治期は欧米列強に圧力をかけられながらも戦人たちが日本の独立を守り
364440	374200	近代化を進め国の石づえを築いた こうした明治期の歴史的意義を踏まえ自民党いう知らが明治改善から150年となる平成30年に
374200	383480	明治の日創設に向けた銀礼議連を設立した 昨年兆頭派に拡大したただ文化の日は現在文化軍傷の新樹式が行われ
383480	393400	文化や芸術に親しむ人して広く指示されている そこで議連では文化の日かつ明治の日と実現する平期案を検討しているというニュースなんですね
393400	403720	おとといにはですね明治の日への解消停止をする民間団体 明治の日推進協議会というのが国会内であの集会開いたということなんですけどね
403720	414440	このあの時代は良かったあの頃の日本を取り戻そうという動きは 取り分け安倍政権以降いろんなところで目立つ動きですけれども文化の日かつ明治の日というふうにしてまで
414440	423480	明治の日を作りたい人たちghqという名前を出しながら 文化の日より明治の日に変えたがっているたしというのはどういうことを考えているのかと
423480	431240	これの明治の日推進協議会のウェブサイトにですね 明治の日に関するq&aというページがありましてそこにはですね
431240	442640	明治時代には影の部分もあり帰り見るに不適しくないのでありませんかという問いかけに対して 明治時代は西欧列境によるアジア侵略に直面した島国が内乱を克服し
442640	453000	日清戦争や日露戦争という対外戦争に勝利した結果不平道上役の改正を成し遂げ 大米列境と大統な関係を築き上げた輝かしい時代ですと
453000	466760	で少し注略注略しまして私たちはさまざまな困難や圧歴はありながらも立場の違いを超えて団結し 民族としての自立を守った時代として明治時代を理解し我が国の今後について考える景気として
466760	477480	明治の日を位置づけていますというふうに書いたんですね まあ要するに戦争に勝ったし自立を守った時代だったのでこれはこの国の今後考えるために必要なのではないかという
477480	485680	に言っているわけですね おととしのですね緊急集会の模様というのが書かれておりまして当談者の一人の話について
485680	499160	毒にも薬にもならぬ文化主義の蔓延につながりかれない文化の日に変わって明治の日を制定することは我が国が精神的に独立した国家となるためには必要不可欠だと強調するというふうに書いたんですね
499160	509720	なんだか本音が見えてしまってるぞと毒にも薬にもならぬ文化主義の蔓延よりもですね我が国が精神的に独立した国家になるために明治の日だと
509720	519320	やっぱりあの頃だよねあの頃の日本はすごかったねという話を祝日に込めようとしているわけですね それとちょっと関連してですね
519320	528440	他の1ヶ月ほど前に新幹出しまして全国各地でいろいろと遠くイベントをやってきたんですが 2週間ほど前に大阪で僕はとても尊敬しているですね
528440	539320	ジャーナリストの川奈君さんという方と遠くイベントをしてきまして 川奈さんは1970年に朝日新聞社に入社をして2009年まで新聞記者を勤められた方ですけれども
539320	550200	僕が編集者だった頃にアルビノを生きるというですねノーフィクション作品担当したことがあります アルビノっていうのはあの白い髪に白い肌で弱心になりやすくて市外線に弱いと
550200	557880	そういう彼ら彼女らが日本社会からこの見た目でどういうふうに差別を受けてきたのかっていうのを追いかけた一冊なんですけれども
557880	568400	最近川奈さんがですね40年前に書いていた本 女も戦争になった昭和の証言という本が復活されましてその観光記念した遠くイベントだったんですね
568400	576880	これが選挙が80年から82年にかけて 先の戦争で女性がどういうふうに過ごしてどういうふうに戦争にかかわったのかっていうのを
576880	583000	8個し取材して歩いた一冊なんですね 70年代の新聞社っていうのはいかに男子社会で
583000	593640	女性記者の存在をいかに乗け物にしてきたのかっていう話もちょっと聞いたんですが でもだからこそ自分で連載企画を立ち上げてこういう一冊の本にすることができたんだ
593640	603320	でその本の中にですね1タロウヤーイと大したショーがあるんですね これあの戦前の国語の教科書に1タロウヤーイという教材があって
603320	616560	どういう話かというと一人息子の出世を見送る老母のですね軍国美談だ 日露戦争の時に軍人を乗せた船が港を出ようとした時に船に駆け寄ってくる老母がですね
616560	625800	1タロウヤーイとその船に乗ってるならテップを上げろというふうに叫ぶと 看板の上でこうテップを上げた音がしたそれを聞いた老母がですね
625800	633640	うちのことは心配するなと天使様天皇のことですね天使様によくご報告するだよというふうに言うとまた 鉄砲が上がった
633640	642000	これがまあいい話としてずっと伝わった 本当にそんなことあったんだろうかというに河原さん疑問に思って取材進めていくとですねその見送りの場面に
642000	648960	合わせて一部指示を見てた人に出会ったと そして話を聞いたらば確かに駆け寄ってくる小柄なおばあさんがいたと
648960	657440	やら渡したいものがあったけれども渡すことができない様子だったと 話を聞いたらば宿に止まるお金がなくて与同士で20キロ歩いてきた
657440	666000	でその直前に鉱物の氷菓子を持たせたくて近くのお菓子屋さんによったらその間にフレが出ちゃった この話がいつの間にかですね
666000	677760	子どもたちに愛国心を植える教材に使えるという動きになってそのうち息子さん帰ってきて 老母とですねかなりマズシー暮らしをしてるってことを知るともうビダンの脳子だって
677760	685280	これを狂しましちゃいけないってことで寄付がたくさん集まったというんですね その他の様々な人に取材をするとこの辺りでは
685280	691560	まあ報告するだよなんて言い方をしないよと どうも権力の介入を感じますという風に言われたと
691560	700960	まあビダンの地図増っていうのが見えてきたんですね これは川菜さんの本にある一例ですけれども戦争から作られるビダンというのを疑ったりですね
700960	708760	戦争に勝った時代を良かったというふうにする動きっていうのはやっぱり警戒心持つ必要があるなと 文化の日に思ったわけですね
708760	720640	今週あの予算委員会で過去の教育直後に関する自身の発言について認識とわれたですね 木原防衛大臣が10年以上前の大臣就任前の政治家としての発言だと
720640	731000	閣僚の立場でお答えすることは控えたいという言い方をしたりだとか 自民党のすぎた妙議員がねSNSでこれまでの差別的な発言を開き直るような発言したことについて
731000	736800	岸田さんが 岸田首相が原動について一つ一つ申し上げるが控えると言ったわけですね
736800	748600	こうやって歴史を直視しない人たちしようとしない人たちがいたり 自分たちに都合のいい形に歴史を持っていこうとする動きっていうのはやっぱり慎重になりたいなと
748600	757160	まあそのためにこの文化ってものは 大臣しなくちゃいけないんじゃないかなんとことを改めて思った文化の日でございました
757160	762360	はいそれでは31回目の放送を始めてまいります
763680	766840	竹田査鉄の
767120	776680	ブレキンライト 生放送でお送りしております竹田査鉄のブレキンライトこの後のゲストコーナーですが今日は作家の中村踏みのりさんをお迎えします
776680	785080	最新小説でレイツという作品を出されました150ページほどの小説なんですけども非常に濃い一冊になっております
785080	791480	なぜこの時代にこのタイミングでこういう作品を書かれたのか中村さんにじっくりと伺っていきたいと思っております
791480	800480	11時代はtbsラジオ沢田大記者と今週のニュースについて話していきます 今週も臨時国会いろいろありましたのでそのやり取りを中心にと
800480	807560	予算委員会そして駆け座法務副大臣の突然の自認いろいろありましたんで紹介していきたいと思っております
807560	814760	番組では皆さんからのメールを収集しておりますご意見でも質問でも日常の報告でも何でもいいので送ってください
814760	827120	エア手先はプレイキンアットマーク tbs.co.jp プレイキンアットマーク tbs.co.jp プレイキンのつづりは p re k i n です
827120	832760	この後は今日のゲスト作家の中村踏みのりさんをお迎えします
833080	838600	2人の俳優が積む家族愛のミュージカル 対望の日本諸縁
838600	845000	パルコプロデュース2023 ミュージカルジョンアンドジェン
845000	853160	日本のミュージカル界を検インする豪華俳優による夢の共演 出演ジョン役ダブルキャスト森崎敏
853160	862600	さしろマリオ ジェイヤクダブルキャストニーズマセイコハマダみぐみ tbs ラジオ公演で12月9日から24日まで
862600	867080	よみ売り大手町ホールで上演 チケット公表販売中
867080	873880	詳しくは033477 5858パルコステージまで
874960	882080	tbs ラジオ公演博勢タローコンサートツアー2023 the ショータイム
882080	893240	12月30日31日日本武道館で開催 詳しくはtbs ラジオのホームページイベント情報を生まれ
893240	900760	高島ちたこです毎週日曜夜6時からの放送 勇気食品プレゼンツ高島ちたこtaste of the world
900760	909040	日常の小さな出来事から世界の話題 そして様々なゲストを迎えてリスナーの皆さんと一緒に過ごす30分間です
909040	913040	放送は日曜夜6時から聴いてくださいねー
913040	922280	いつでもボッドキャストでtbs ラジオ
926600	931560	たけらさてつのプレギンナイト
932160	940840	ここからはゲストコーナーです今日を迎えするのは作家の仲村ふみのりさんですよろしくお願いします
940840	947000	仲村やすいよろしくお願いしますあの1年ちょっと前ねあの明日の会社番組に時代の時に出てください
947000	952000	そうですねちょっと妹だったんで もう対面は結構久しぶりって言う
952000	958440	対面嬉しいんですけど今日の久しぶりに めっちゃしまい込んでた生態が来てきたんですよ
958440	964920	そしたらなんかかよいんですね 体がチクチクするこうそれで僕今冬で乾燥するからかよいのか
964920	971160	経済の知れない虫がいるのか今不安で不安でちょっと集中できないもしも今虫がいたら
971160	981440	僕はtbs に虫を持ち込んだことになるんで新種の虫をね下手したら下手したら だからもし明日とか皆さん回復なったらはいはいあいつだなと
981440	988280	まあ竹田さんがね回復なれ分野いいんですよ いや僕僕らはもうこれ終わったらずっと帰るからだからもう明日以降のことでしょうね
988280	995440	なんかかよいぞってなったら だから竹田さんが持ち込んだんだって思いっきり回復苦しんでもらっていいんだけどスタッフさんには申し訳ないから
995440	1003440	告知をしていくというねそんなにかよいですか なんかねーかまあ感想はだからかもしれないけどちょっと今不安です
1003440	1013240	そうですねじゃあその取り出してくるセーターが間違ってましたね 僕の方からとりあえずそうねちょっと久しぶりに来てみようと思ったのが間違いでした間違いでしたが
1013240	1023360	あの仲村さんがねあのホームページに 勤強をぽつぽついろいろ書いててそうですね最近の勤強としては外で本読んでたら蜂に追いかけられたっていうね
1023360	1031600	そんなことわざわざ書く人はのかよってしかもそんなことをまたここでラジオで話すのか いやいやそんなことだってだってほとんど情報のない
1031600	1041960	仲村さんの緊急報告の中に蜂に追いかけられただって追いかけられたんですよ この大人になってワヤって言いましてから僕
1041960	1053600	言って思わずあの俺あの俺何も悪いことしてないじゃんって言ったからね俺8に8話かけて8に対して 最終的にはわかってくれたんですかわからないたぶんわかってくれないと思う
1053600	1063440	あの魔女の下のところの巨洋スペースで本読んでて外なんですけどね 窓で遠くで見えるんじゃね人がねだから俺あまれてる人みたいなのよ
1063440	1071480	みんなは8見えないからでしかお前はとか言ってるし前とかその ベランダのところで何か大丈夫話したってことに本当やめてくれと思って
1071480	1081000	なんだ何もしてないちゃん俺ってねまあ無事で何よりですよね ありがとうございますでも今セーターの無視にはちょっと今やられてなんでしょうね無視がね
1081000	1088920	わりとそういうなんていうか細かなことに日々をこう揺さぶられ続けてらっしゃる そうですね
1088920	1095000	だからあの だけださんのホラー出したなんかやな感じありがとうございますこれすごい面白かったですけど
1095000	1103200	表紙からしてなんかやな感じがすごい出てるのがすごい面白いなと思って 僕ねこれ読み読みながらを時々
1103200	1112700	あのこれ書いてる人生きづらいだろうなと思った 生きづらいだろうなと思ったんだけど僕でも僕のエッセーションを読んだ人から僕同じこと言われてる
1112700	1121120	ああこれ書いた人生きづらいだろうなという あでもそれは多分僕も多分仲間さんもいろんなところで言われると思うそう言われるとどうですか
1121120	1127360	いやだってでも生きづらいでしょ 生きづらい生きづらい8に置くられるしセーター来てみたら無視に
1127520	1136480	チクチクされるしでもなんかその生きづらさをもう もうや自覚しているともうそのそれをベースに生きていくみたいなそうですねもう40も越えてくると
1136480	1142240	これが人生かなって拓関しちゃう まあだからまあそう言われなんか言われると
1142240	1150680	まあうなずうなずきたくないなっていう感じにもなるんですけどね またでもその感情を見たまた生きづらそうだなこの人みたいなことを言われたり思ったりする
1150680	1155560	っていうのはよくありますけどね いやでもね本当にあの面白かったですよその
1155560	1167720	何だろうもにこう平成の出来事と 竹田さんの個人的な出来事が書かれてその思いとかその感じ感じっていうのが書かれてるので
1167720	1175200	なんか読みながらこう自分はあの年どうだったのかな自分はあの時何した何を持ったかとか立ち止まりながら読むと
1175200	1182600	さらにいい本だなっていうふうにねなんか思いまして ありがとうございますなんかいろんなことを思い出すきっかけに
1182600	1187360	与えてくれる本というか そうですねなんかまあ全然世代が違ってたり
1187360	1196240	全く同じだったり一個ずれしたり5個ずれしたりしてても もう全然もうそこにこう同じタイミングに何をしてたのかっていう記憶が刺激されると
1196240	1202280	バーッといろいろ考えることが出てくる本だとは思うんでね 自分と時代と自分みたいな
1202360	1209120	観点から自分の人生三つ目直すきっかけもこう 与えてくれるという方式ですが本当
1209120	1213040	なんかさあこう あと主題と違うとこもさあこう
1213040	1222680	大沙ゆりさんのラジオの話であの竹田さんのお母さんがこうちっちゃいラジオを小分けにかかえて移動する それによって大沙さんの声がちっちゃくなったり
1223680	1230000	この描写なんてさあこの状況はなんか なんてか知らないけど夏明宗席っぽいと思って
1230000	1238000	だけど夏明宗席にそんな描写はないんだよ 大沙ゆり出てこないじゃんないないんだけどないんだけどどことなく夏明宗席感があるなって思ったよね
1238000	1249880	なんかにこの感情は何かに似てるなとか 昔思ったこのことが今もう一回同じようなリズムで思い返すみたいなことって不思議とあったりしますよね
1249880	1262200	その感覚というのは割と書いてて今回感じたことかもしれないですね 毎回見ながらこの時は俺は何歳だからと思ってあの時何したかなと思ったりして読むとね本当にとてもいい時間を過ごす
1262200	1273960	ありがとうございますくしくも私の本のことを話してくれません 仲村さんがねこの列という小説をこれは2年半かけて書かれたということですけれども
1273960	1287040	まあ本当にこの列ってちょっとね本の内容紹介これ後ろに 書いてある文章ちょっと言いますけれどあらゆるところにただ列が溢れているだけだと何かの競争や比較から離れれば今度はゆとりや
1287040	1297200	心の平安の競争や比較が始まることになる私たちはそうやって互いを常に苦しめ続けるというに書かれていて 本の冒頭も
1297200	1307560	その列は長くいつまでも動かなかったとまあ何かわからないけれども 列に並んでいるというところからずっと始まってそれがずっと続いていくわけなんですけど
1307560	1316560	この列っていうテーマはこうどうやって 思いついちゃったわけですね突然なんですけどなんか突然こう
1316560	1322000	大勢の人が もう経済の知れない長い列に並んでて
1322000	1331280	でもみんな何で自分が並んでいるのかわからないである一定の時間が過ぎると全部忘れてしまうっていう これがなんかふっと浮かんで
1331280	1340760	でこれは大事にとても面白いと思ったので自分なりに 大事に行こうと思って大事に行こう大事に行こうと思って大事に大事に帰ったら
1340760	1350000	すごい短い消費なのに2年半かかるってことになっちゃったんですけど でもこのなんだろう現代の社会ってやっぱりこの
1350000	1357080	ていうかまあ幸福ってこうみんな こう自分がそれ以上幸福になれない時に
1357080	1365160	それでも幸福を感じたい時は誰かに羨ましがってもらうことで幸福っていうものを大きくしたがると思うんですね
1365160	1371240	あとは自分の幸福っていうのがちょっと不安だから 誰かに羨ましがってもらうことで補強するとか
1371240	1378560	でこういったことがまあかみんなこうやってらっしゃるしあとはその 比べ合う
1378560	1386560	でこう競いあことによってどんどん苦しくなって逆に自己肯定感が下がっていったりとか 自信がなくなっていく
1386560	1398520	でこうスマホとかの登場でおそらく今人類市場最も人類は比べ張ってる時代に 突入しているのでそれがあこの列でこの状況で表現
1398520	1407520	することができるなというふうに思ってでこの苦しさをあの 比べないように生きようってみんな言いがちなんですよ
1407520	1414960	これだけ比べ合うのは辛いからやめようやめようとやめようっていうふうに言うのは簡単で
1414960	1425000	でもそれってだいたい比べるのもやめようって言ってる人って 結構成功しているんですよねまあまあそうかもしれん意外とねなんか嫌な感じにもあったけど
1425000	1433440	あのひとつあのひとつだけの花の 歌詞とかもオンリーワンダーって言うんだけどもちろんこう歌ってる人たちはもう
1433440	1442200	ナンバー1だしねやっぱりねでも逆にあの歌も 全然知らない無名の人が歌ったらせっとくる逆になかったらするしね確かにそこ
1442200	1451600	なんか負けをしみ感が出てるみたいになっちゃうからお前がんばれよって言われちゃうというね だからあれはさったからやっぱりあればやっぱ彼らしかやっぱ歌えない歌で
1451760	1456360	彼らが歌うからこそ良かったことだと思うんだけども なんかねこの
1456360	1463000	そういうのをこう このレスでかけるんじゃないのかなというふうにはまあね
1463000	1470840	思ったんですけどそれでもその こういう比べ合う時代を中でじゃあどうやればどうすれば
1470840	1481080	あの少しはマシになるのかなと比べ合うなっていうのは簡単なんで 比べ合っちゃうのはしょうがないしょうがないけどもじゃあその中でどうすればいいのかっていうのをこう
1481080	1489440	一緒に考えていければなというような内容の本でやってみたって感じですね あのこの列っていう本を読み始めた時に
1489440	1499720	まあ先に思い出したのが大杉坂への自我の気立つっていう文章があって 大杉坂へがその兵隊の大列にそのままついていたら
1499720	1507160	そのまま兵隊の歩幅にどんどんどんどんどんあってきたっていうすごく不気味な エッセーというか一分があって
1507160	1518360	今に最初は自分なりのリズムで歩いてたんだけれどもその兵隊の 大列の歩幅っていうのが一緒だから気づけばそれに一緒になってしまったっていうのを書いていて
1518360	1528320	まあその兵隊の大列にも入ることはなかなかないかもしれないんですけど なにかその行列とか何かも列になってる時の人間の振る舞って
1528320	1535120	当然前後にいる人は知り合いじゃなかったりもするんだけど一定のルールみたいなものが 浮上する
1535120	1540560	気持ち悪さってのはありますよね そうだから誰も言ってないのになぜかこの列は真っ直ぐなんですよね
1540560	1549920	一切の目誰がない真っ直ぐな列を誰が言ってるわけでもないのにそれを作っているし なんかこう列ってやっぱねこう
1549920	1556120	人間社会をすごく 表せられるなっていうふうにねやっぱなんか思ったんですね
1556120	1564440	なんかもう一つアイデアあったのがこう やっぱり人間ってこうサルから進化者と言われていて
1564440	1573880	最新のサル研究を見れば何か人間のある一面が見えてくるんちゃうんかなと思ったんですよ でそれでいろいろ調べたらやっぱ面白くて
1573880	1583600	これをどうにかして一緒の話にできないかなと思った時に 並んでる人をサルの研究者にすればあのサルのテーマも入れられるなと思って
1583600	1588240	やっぱね 面白いんですよねこう日本ザルって
1588240	1596000	こうボスザルが統一卒しているイメージがあるじゃないですか海草者は でもそれって動物園とか
1596000	1603680	あとは人工的な餌場がある時だけ海草的になって自然ではすごいみんなゆるいんですよ すごくゆるくて
1603680	1611200	それに対してこの消費の主人公が もしかしたら人間も本当はゆるくてもっと楽にいけられるのに
1611200	1620520	社会の中も何かによってこんなに苦しいんじゃないかって主人公も思うんですけど それがまさに列というかこの比べ合わざるを得ないこの
1620520	1631040	状況っていうのが人を苦しくさしているなと思ってもちろんこう俺は人のこと気にしないとか 一切俺は周りなんか見てないっていう人ももちろんいらっしゃると思うけど
1631040	1638280	でもこういう社会に生きている以上こう無意識には情報が入ってくるし なんかいつの間にか自分は気にしないと思ってんだけど
1638280	1646880	なんか最近ちょっとあんまり元気がないとあんま自信がないなとか なんか見えないところにも進食してくるのが現代だと思うので
1646880	1654520	まあよくその 列でね言われる話で一番シンプルでポップな話としてはスーパーのレジにならんだ時に
1654520	1664080	自分が並んだ列よりも別の列の方が早く行った気がするとあっちに行っていた方が良かったみたいなことを 公開するみたいなして結構しょっちゅう聞くと思うんですけど
1664080	1677280	まあれわれでもちろんイラッとはするんだけどもしかしたらああいう事っていうのが社会の全体にいろんな スミズミにあるいは全体に起きてるんじゃないかなという感じがありますよつまり比較をして
1677280	1691280	あっちにaじゃなくて b に行ってたら良かったのかもしれないなと b の人はどうも a から見ると輝いて見えるなとかでも b の人たちはa を見てまたそうではないというに思ってたりみたいなねそういうかき合わせが
1691280	1698280	なんか社会のあらゆる区組にある気がしますけどねこう書き方論としてはこう最初は まず列だけなんですよね
1698280	1706020	列だけで面白くしなきゃいけないっていう第2部から動き始めるんですよ だからその第1番も列あるあるですよね
1706020	1716600	荷物を置いといて見といてねって言って離れていったらその荷物を溶けられると もう隣の列の方がすごい早く見えるっても列あるあるがすごい続くっていうのでで列あるあるを
1716600	1724320	書くとそれがすごい人生とかまで表していてそうですね書きながら驚いたこともあるんですけど
1724320	1734120	あの今エスカレーター右側に立つ運動っていうのをこの1ヶ月ぐらいちょっと 続けていてある基本あの2列で歩いて
1734120	1742640	乗りましょうって書いたんだけどなぜかあのルールだけみんな豪快にめちゃくちゃ破るんですよ 左側に行って右側をザーっと
1742640	1751920	こう通路にするっていうこれあれおかしいなと思って 右側に立つようにしてるんですけどまあこの中忙しい人間の多い赤坂とかですね
1751920	1759680	なんかヤングの多いしも北沢あたりにいると後ろ階ちょんちょんっていうふうに 叩かれたり疲れたりはするんですけど
1759680	1769760	何なんだろうなっていうにいつも思ってねやっぱその なんか邪魔に思うんじゃね邪魔なんだと思うんだけど何ですお前そこいいんだよっていうの多分
1769760	1776040	思うんでしょうねでもそこで 2つにならぶべきじゃんって
1776040	1781000	家有しかないけどね でもこう
1781000	1788760	やっぱエスカレーターってやっぱあれなのかね左だけ強化とかできないんだろうねきっとね強化 左だけ強化して
1788760	1798560	左に乗った方がバランス良くなるとかそういうエスカレーターずくらいできないわけだよね まずできれちゃうね多分できないのに人が左バッグ乗ってるから
1798560	1805440	駅員さんをやめろって言ってるわけだねでもその右を開けるっていう行為は ある全員に基づいてるわけですよね
1805440	1811960	忙しい人がいいですよね忙しいしたこっち通ってだけどまあこれ前この番組に話したときにもいろいろ メールとかもいただきましたけど
1811960	1825640	当然こう白状ついている人とかがどっちに体のバランスを預けて 立たずんでいくかとかあるいは確かに子供連れの人がやっぱ隣に手をつつないで
1825640	1835400	こう登るっていうときにやっぱり片方だけじゃあれだとかいろんな事情があったりもするみたいだね その確かにそうだねちょっと不思議なんですよね
1835400	1839720	ただこう見えない 見えないルールって言う
1839720	1851920	そういうのがまあいろんな社会全体に もう大げさのもっと強く強いところでもあるんでしょうねだからこの
1851920	1860000	なんかこのいやなんかやな感じでも書いてあるけど そういう自己責任的な風景とか
1860000	1869400	お前らはこうするべきっていう 妙な圧力でそれをずれた人に対するバッシングっていう
1869400	1874200	やっぱその まあなんかやな感じでもね書いてあったけど
1874200	1882240	やっぱそのイラクシトイ事件あたり あそこの辺でそれがまず潜在化した感じはありますねあの
1882240	1890600	カエラが海外に行って自己責任っていう言葉が登場して でもあんなのはこう
1890600	1901000	自国民保護の原則っていうのが国にありますから助けるの当たり前なんですけど なのにそれをお前らの責任にするっていうところで
1901000	1911000	日本社会は変わってたんだってあの時に思って日本社会はまず 後の言葉とにかく一回置いといてまず彼らの命を助けよう
1911000	1919800	助けた後にどうしてあそこ行ったみたいな話になるのかなと思ったら そこで自己責任になったのが非常に
1919800	1928200	強烈でびっくりしてそれからだんだんだんだんこう社会がどんどん変わっていく中で
1928200	1933040	でもなんかね最近 すごい客観的に変なこと言うけど
1933040	1938400	なんていうのかな ある意味不思議だなと思ってようなかって
1938400	1946640	例えばそのまあこう言い方も良くないかもしれないけど まあ安倍さん的な政治ってあるじゃないですか安倍さん的な政治まあ
1946640	1952640	ある意味欲圧的であってまあ個人の自由よりもまあ 応やけというかもっと言えばもう
1952640	1960120	まあ金持ち優先というかねまあ言うことを聞けっていうその欲圧的なその 安倍政治的なものっていうのがあって
1960120	1969960	ああいうのが社会に起こった時に あの3つ分かれると思う人って1つはそれに同調して持ってやれっていう人で
1969960	1977320	もう1つは沈黙する人 もう1つはあの反抗する人で
1977440	1985560	不思議だなと思うのは なんとかなやっぱりどんな状況でもね反抗する人はいるんだよね
1985560	1992320	これがね希望でもあるし 変な話なんか変な話不思議だなと思うんだよね
1992320	2001240	絶対いるんですよ反抗する人 で正直数は少ないんでもっと言うとこうなんだろうこう言い方よくないけど
2001240	2007840	影響力があるっていうか 族にいう著名人みたい言われている人たちの中ではすごく少ない
2007840	2012840	少ないけどやっぱいるんだよ 芸能人の人たちどうすらやっぱりいるんだね
