start	end	text
343160	356240	こう力を持ってるわけではないお前が意見するんだったらそれなりにボコボコになる覚悟を持ってるよと そういう表現の形態っていうのはかなりこの表現の自由の形としては歪んでるなというふうに思いますね
356240	364840	おたじまさんのツイートがいいとしてたところとはずれるかもしれませんけどこのあたりっていうのは 今改めて取り分け強く思うところですね
364840	376000	昨日ある裁判結果が出まして2019年夏にあった参議院選挙でですね 札幌市で応援演説中だった当時の安倍晋蔵首相に矢印を飛ばして
376000	389520	警察官に肩や腕を捕まれて移動させられたり長時間つきまとわれたりした男性と女性がいて その2人が警察官に排除されたということについて憲法が保障する表現の自由が侵害されたとして
389520	397440	北海道に計660万円の損害賠償を求めた訴訟の高素侵判決というのが札幌交際でありました
397440	408080	2022年3月の一審札幌地裁では男性と女性相法について表現の自由などの侵害を認めて k 88万円の賠償を命じていた
408080	418120	確かあの僕もラジオで話しましたけれども 今回の札幌交際では女性については表現の自由の侵害を認め北海道に55万円の賠償を命じた
418120	426120	つまり地裁の判決が維持された形になったんですけれども もう一人の男性については警察官の行為は適法だったと
426120	437340	いう風にしてまあ請求が帰却されたんですね で一審の判決では警察官の行為について警察官職務執行法の適用要件を満たしていないということで
437340	446840	警察官の行為は違法だと認定してたんですけれども ちなみにこの警察官の職務執行法にはどういうふうに書いてあることというと
446840	459200	まあ第4条一部省略して紹介しますと 人の生命もしくは身体に危険を及ぼしまたは第3に重大な損害を及ぼす恐れのある危険な事態がある場合においては
459200	466760	以降ちょっと中略しますが 特に給与を要する場合においては機械を受ける恐れのあるものに対しその場の機械を
466760	471880	余計締めるために 必要な限度でこれを引き留め
471880	478640	もしくは避難させることができると 地裁ではですねこれを満たしていないということだったんですけれども
478640	491240	北海道北海道系側がですね構想していて 新たに提出した動画などから聴取との間で暴行や障害雑踏事故に発展する危険性があったというふうに主張をしていたと
491240	498440	でこの問題を丁寧に追いかけているのはですね北海道放送で 野児と民主主義というタイトルのドキュメンタリーであるとか
498440	507680	書籍も発表しているんですけれども 昨日もですねこの北海道放送のニュース番組で手圧か使っていましてその様子が公式youtubeにも載ってるんですが
507680	518000	そこにはですね新たに提出した映像の一部というのも紹介されてたんですね それが警察官の行為が妥当だと認定される判断の一つになったわけですけれども
518000	525800	その映像をよく見てみるとですね 男性は声を届けようとしてですねあの両手をこう自分の口の周りにくっつけて
525800	537240	メガ本のようにして声が届くようにしたつまり両手がその口の周りにあるわけですね その周りにはですね安倍総理を指示しますというにプラカードを持った人たちがたくさんいたと
537240	548400	その群れの中でまず男性が強く胸を押されてるんですね これも北海道放送が昨年12月の放送で検証をしてるんですけどこの男性の胸を押している人というのがですね
548400	558120	演説していた議員の選挙事務所に所属している男性だったんですね 声を上げた男性は先ほども言いましたけど両手をこうメガ本のようにしたままでいるので
558120	567760	その男性の胸を押した選挙事務所に所属している男性がいると どちらが機外を加えているかと言えばこれ言わず儲かなだと思うんですけれども
567760	581040	でも複数の警察官に連れさられたのはその防空を加えたわけでもなくまあ両手に顔をくっつけてつまりポケットを探ったりですね カバンからなんかを取り出そうとしているというわけではない男性だったわけですね
581040	588440	その男性が引きずられるように排除されていったと であの逆にですねその安倍さんの演説に集まった指示者が
588440	595840	別の中高年男性が安倍帰れってことを叫んだ後に お前こそ帰れっていうふうに叫び返すようなシーンがあったと
595840	605400	その時には具体的にトラブルになっていたわけですけれども警察官は生還してだっていうんですね しかも同警はですねこれはあの書籍に詳しく書かれていますが
605400	617600	同警は裁判で寝妙な言い文というのを重ねてまして高等弁論で提出した準備書面には 自分たちの行為に工程的な意見も多いとしてなんとですね野風ニュースのコメント欄というのが複数
617600	624840	ラレツしてたっていうですね まつまり法的根拠じゃなくて世間の声しかもまあネットニュースのコメント欄に頼ろうとしたと
624840	635320	まあ警察が放棄じゃなくて空気にすがったとこれも本に書かれてますけど 別の女性はですね年金100年安心プランどうなったというプラカードを持っていただけで
635360	646040	あの警察官に取り囲まれたとつまり声も出してないのに取り囲まれた事例もあると その女性はですねあのご自身のガンが再発して翌日から治療を始めるので
646040	655040	今日が医師表示できる最後になるかもしれないという気持ちで望んでたというんですね 1審が2022年3月そして後裁判決が機能と
655040	661520	その間には安倍心臓元首相の従撃事件そして岸田首相への集撃事件というのがありましたね
661520	669120	もちろんいずれもあってはならないことでこれらの事件とですねその矢次排除を紐付けるっていう論中がどうもあるんですが
669120	681400	それとこれとは全く違うということは今話したことからもわかるんじゃないかなというふうに思います それをこう意図的に混在させて声を上げることまあとりわけこう力を持っている人に声を上げることを
681400	687240	制限しようとする動きにはですねやっぱりよほど慎重になんなくちゃいけないなというふうに思いますね
687240	695800	街頭で声を上げるっていうのは別に憲法で保証された権利であるというところにもですね 繰り返し立ち返る必要があるのかなというふうに思います
695800	707720	今日はあの沖縄移例の日で様々な語りがメディアを通じて入ってきますけれども 権力が暴走して個人の声っていうのが破脱されるとですねどういうことが起きてしまうのかっていうのを
707720	715640	改めて考える日でもあるのかなというふうに感じましたのでこの札幌屋次廃除サイバーについて 取り上げてみました
715640	724560	皆さんこの件どのようにお感じになりますでしょうか はいということで12回目の放送を始めてまいります
725840	728920	たけださてつの
729280	732040	プレッキンないと
732320	740200	生放送でお送りしていますたけださてつのプレッキンないとこの後のゲストコーナーですが今日は絵本作家の 吉田ケシン助さんをお迎えします
740200	747520	今年で絵本作家デビュー10周年迎える吉田けさんですけれども ちゃんとですねお話するのは初めて以前ちょっとこう
747520	757640	僕のが売る所を受賞した時にその前年の受賞者が吉田けさんだったのでその時に少しお会いしたんですけれども きちっとお話しするのは初めてなんで楽しみでございます
757640	765720	これまで出されてきた作品ですとか最新作のメメント森という絵本についてお話しを伺っていきたいと思っております
765720	777560	番組では皆さんからのメールを収集しておりますご意見でも質問でも日常の報告でも何でもいいので送ってください 当て先はプレッキンアットマークtbs.co.jp
777560	785280	プレッキンアットマークtbs.co.jp プレッキンのつづりは prekinです
785280	788520	メッセージお待ちしております
789000	800480	キニマンスつくもとにきです明日の彼地月曜バディはノーユースのジャパンの農場ももこさん 7月1日の香港変換期難日を前に今の香港がどうなっているのか
800480	807960	フリーライターの白川聖也さんに現地から伺います 放送は月曜夜10時から
815280	818280	jr
824480	831600	時刻は10時13分ですここでtbs ニュースですニュースデスクのおさざしんさんお願いしますはいお伝えします
831600	845960	体制要でタイタニック号を探索中に小速を経った潜水艇は海底で散乱した破片が見つかりアメリカ変換警備隊は上院全員の生存は絶望的との味方を示しています
845960	855600	一方アメリカ海軍は潜水艇の通信が届いた18日に海域の周辺で爆発音を検知していたことを明らかにしました
855600	863280	潜水艇が海に潜った数時間後には何らかの問題が起きていた可能性を示すものだとしています
863280	875800	全国の低点医療機関から今月18日までの1週間に厚生労働省に報告された新型コロナウイルスの感染者は合わせて27,614人となり
875800	883000	1医療機関辺りの平均は5.6例人で前の週の1.1例倍となりました
883000	886960	厚生労働省は緩やかな増加傾向が続いている
886960	893040	沖縄は増加幅が大きくさらに増える可能性があると指摘しています
893040	904240	今日の東京株式市場で日系平均株価の終わり根は前の日に比べて483円値下がりし32,781円となりました
904240	909740	このところ日系平均株価は33年ぶりの高根水準が続いていたことから
909740	917280	加熱への反動から高根で売り抜き、当面の利益を確定しようという動きが急速に広がりました
917280	927040	一方、外国川瀬市場の演奏場は一度る143円台前半まで円安が進み7カ月ぶりの水準となっています
927040	935400	天皇皇后両陛下は今日午後8時半ごろ、インドネシア公式訪問を追え政府専用機で羽田空港に到着されました
935400	939840	区内町を通じてインドネシア訪問を追えた感想を文書で寄せられ
939840	947440	二人揃っての初めての東南アジアへの公式訪問でとても思い出深いものとなりましたとつづられました
947440	949440	以上ニュースをお伝えしました
949440	953240	お佐田さんありがとうございました。TBSニュースを主体しました
953240	961940	新型コロナの感染者数が1医療機関あたりの平均が5.60人で前の州の1.1倍となったと
961940	969140	そして厚労省が沖縄の増加幅が大きくなっていってさらに増える可能性があるというニュースでしたね
969140	979040	今日東京新聞読んでましたら、名古屋工業大などのチームがまとめたということでニュースとして最感染の感覚が短期化していると
979040	989940	第1波から第3波までは約16.9ヶ月だったものが第7波では約3.7ヶ月だったという分析が出ているということなんですね
989940	993640	ちょっと今感染者数の全体像が見えにくい
993640	1000540	ただまあ横倍か増えているだろうというふうなニュースが続くのが数週間続いてますけれども
1000540	1003140	これがこの後どういうふうになっていくのか
1003140	1007540	この全体像が見えない感じの不安感というのはちょっと続いておりますので
1007540	1012140	引き続きチェックしていくしかないのかなというふうに思っております
1012140	1018840	放送の後半ではTBSラジオの沢田大記者と今週のニュースについて話すコーナーもありますので是非最後までお付き合いください
1018840	1024440	この後は今日のゲスト絵本作家吉田ケシンスケさんをお迎えします
1037540	1045140	空気正常 扇風機 ファンヒーターの一台三約6月26日まで詳しくはお店ネットで
1045140	1053240	いつでもボットキャストでTBSラジオ
1055240	1056840	埼藤卓美です
1056840	1063240	沢木小太郎さんの旅文学の決策 深夜特急を私埼藤卓美が労働く
1064240	1070740	まだインターネットスマートフォームなかった1970年代
1070740	1077440	インドのデリーからイギリスのロンドンまで乗り合いバスを乗り継いで行くことができるか
1077440	1082240	一人の若者がわずかな金を手に日本を出発した
1082240	1086240	イザロンドンへ 2万キロのカナタ
1086240	1095940	労働最闘卓美 深夜特急 オンザロード 月曜から金曜夜11時30分から放送中
1095940	1102740	この時間はサーキュラ 他各社の提供でお送りします
1103740	1115540	さてつのプレキナイトここからはゲストコーナーです 今日を迎えするのは絵本作家の吉崎晋さんです
1115540	1116440	よろしくお願いします
1116440	1119240	吉崎晋です 今日はよろしくお願いします
1119240	1123740	吉崎さんはもう6、7年前に一度お会いをしてまして
1124740	1131740	池田彦子さん 哲学者の池田彦子さんの記念した私つまりノーバディーショーと非常に長い賞を
1131740	1136740	僕も受賞させてもらって その前年が吉崎さんが受賞されていて
1136740	1144740	あの賞の官令で前の年の受賞者が その年の受賞者に花束を渡すみたいな
1144740	1146740	そうだったんですよね
1147740	1150740	僕はその学校屋みたいなところにご挨拶に行ったら
1150740	1156740	一応その日僕が主役ではあるんですけど ガチガチに吉崎さんの記憶が出てて
1156740	1158740	びっくりした時がありましたけどね
1158740	1161740	そうなんですよ なんかあれはなんででしょうね
1161740	1164740	僕がなんか緊張しなくて大丈夫ですよみたいなことを
1164740	1167740	僕はあげましてもらったほうに言った記憶がありますけどね
1167740	1170740	それ以来ということですけれども
1170740	1175740	その時にある僕はカバンに入っている吉崎さんの小さな手帳を見せていただいて
1175740	1179740	そこにいろんなメモ書きというか スケッチを
1179740	1183740	これもずっとされてるんですよね それも展示書いてもあっとね
1183740	1188740	本当に今腰から取ろうとしている
1188740	1190740	まったく同じものが
1190740	1194740	常に持ち歩いてはいますね
1194740	1197740	それが展覧会とかではバーッと書かれていたという
1197740	1199740	一応保存してあるので
1199740	1203740	それ以降吉崎さんのいろんなところでお見かけして
1203740	1205740	僕もそうなんですけど
1205740	1208740	この人は猫瀬だなと
1208740	1211740	相当な猫瀬だなという
1211740	1214740	慎重も結構高いですか 180
1214740	1217740	最初に伸ばすと81ぐらいになるんですけど
1217740	1220740	僕も伸ばすと85があるんですけど
1220740	1223740	伸ばさないんでだいたい70ちょいぐらいかなという
1223740	1228740	でもその猫瀬の方を見ると安心感があるなと思って
1228740	1230740	いつも見てますけどね
1230740	1231740	ありがとうございます
1232740	1236740	猫瀬の人間の言い訳としては
1236740	1240740	やっぱり床をちゃんと見るというか
1240740	1244740	日々歩いてても小さなことに気づくというのが
1244740	1246740	それは確かにそうですね
1246740	1249740	吉崎シンスケというのは猫瀬じゃなきゃ
1249740	1251740	ありえなかったんじゃないかということにしておきたいんですけど
1251740	1254740	でもそれはすごく年紀が入ってて
1254740	1256740	中学の頃から猫瀬で
1256740	1259740	その学校の生徒の人に
1260740	1261740	いつもこうやってる
1261740	1263740	首が前に出てる
1263740	1264740	首が前にこうやってるやつだろうって
1264740	1266740	姿勢で覚えられたってことがありますね
1266740	1269740	それは直そうっていう気持ちには
1269740	1272740	なんか直さなきゃいけないものだっていう
1272740	1274740	発想も今聞かれて初めて
1276740	1278740	でも吉崎さんの昨日読んでると
1278740	1280740	真っ直ぐ前を見てるとか
1280740	1282740	それを見上げるというよりも
1282740	1285740	地面にあるちょこっとしたこととか
1285740	1288740	そういうのを発見する力があります
1288740	1289740	そうですね
1289740	1290740	なんか説字を伸ばしても
1290740	1292740	何も見えてこない気がしますね
1292740	1293740	そうですね
1293740	1297740	これからもじゃあ互いに負けていきたいです
1297740	1299740	どんどん負けていきたいですね
1299740	1302740	吉崎さんの口癖が
1302740	1304740	ものはいいよという
1304740	1306740	小石のタイトルにもありますけど
1306740	1309740	これはどういう哲学というか
1309740	1311740	どういう考え方なんですか
1311740	1312740	これもでもやっぱり
1312740	1314740	本当に中学生ぐらいのもの心ついたときに
1314740	1316740	やっぱりあるよと思ったんですよね
1316740	1318740	つまり世の中ってものは
1318740	1320740	言いようなんだっていう
1320740	1322740	なんとでも言えるんだっていうか
1322740	1324740	言い方次第でいいことにも悪いことにも
1324740	1326740	なるんだなっていう
1326740	1328740	言葉っていうものの
1328740	1330740	そもそもの機能っていうかね
1330740	1331740	なんかそういう
1331740	1333740	ふわふわしたものなんだなっていう
1333740	1335740	よくも悪くも言えるし
1335740	1337740	よくも悪くも思えちゃうんだなっていうのが
1337740	1339740	結構やっぱり
1339740	1340740	気づいたんですね
1340740	1341740	中学生ぐらいの頃に
1341740	1342740	それはその言葉を知って
1342740	1343740	楽になったんですか
1343740	1344740	それともなんか
1344740	1345740	ひくつになったんですか
1345740	1346740	なんで
1346740	1348740	ひくつになりましたね
1348740	1350740	寄り寝こぜに
1350740	1351740	寄り寝こぜに
1351740	1352740	だよなーっていう
1352740	1354740	そうだよなーっていう
1354740	1355740	何かこう
1355740	1356740	なんだろうな
1356740	1357740	希望では
1357740	1358740	でも悪用もできるような
1358740	1359740	と思ったんですよね
1359740	1360740	なんかこれを
1360740	1361740	じゃあぜひ
1361740	1363740	自分に都合のように
1363740	1364740	使っていこうじゃないか
1364740	1365740	みたいな
1365740	1366740	そういうのもやっぱり
1366740	1367740	迷いはしましたね
1367740	1368740	やっぱり
1368740	1369740	小学校でも中学校でも
1369740	1371740	先生ってすごく
1371740	1372740	いいことを言うじゃないですか
1373740	1374740	こういうことを
1374740	1375740	やっちゃいけないから
1375740	1376740	こうなんだよとか
1376740	1377740	みんなアイフにしてるのから
1377740	1378740	アイフにしなさいよ
1378740	1379740	みたいなことを
1379740	1380740	言われると
1380740	1381740	それをこう
1381740	1383740	すーっと受け止める人もいれば
1383740	1384740	あいつ
1384740	1385740	ああいう意味で
1385740	1386740	言ってるな
1386740	1387740	みたいなことを
1387740	1388740	考えること
1388740	1389740	できるわけですよね
1389740	1390740	はいはいはい
1390740	1391740	寄り寝こぜと
1391740	1392740	そっちの
1392740	1393740	ほうだったわけです
1393740	1394740	ただ
1394740	1395740	やっぱりなんか
1395740	1396740	でも先生だから
1396740	1397740	そう言わなきゃ
1397740	1398740	綺麗だろうなーみたいな
1398740	1399740	先生の立場を
1399740	1400740	そうそうそう
1400740	1401740	なんか
1402740	1403740	思ってても
1403740	1404740	思ってなくても
1404740	1405740	言わなきゃいけないことも
1405740	1406740	あるだろうなーぐらいの
1406740	1407740	感じで
1407740	1408740	思ってた
1408740	1409740	気がしますし
1409740	1410740	今でもやっぱり
1410740	1411740	いろんな人の意見を
1411740	1412740	聞くときに
1412740	1414740	立場上そう言わなきゃいけないだろうなー
1414740	1415740	みたいな
1415740	1416740	それを上手に言う
1416740	1417740	センスも
1417740	1418740	この人にはないだろうなー
1418740	1419740	みたいな
1419740	1420740	そういうなんか
1421740	1422740	できなくて
1422740	1423740	当たり前みたいな感じで
1423740	1424740	ついつい考えちゃう
1424740	1425740	っていうのがあって
1425740	1426740	それをなんか自分が
1426740	1427740	できないからって
1427740	1428740	あるし
1428740	1429740	なんかこう
1429740	1430740	自分を許してほしいから
1430740	1431740	人も許すみたいな
1431740	1432740	そういう生き方を
1432740	1433740	してきたので
1433740	1434740	なるほど
1434740	1436740	とにかく子供の頃から
1436740	1437740	その
1437740	1438740	もう
1438740	1439740	物事をこう
1439740	1440740	あらだてないと
1440740	1441740	怒られないように
1441740	1442740	してきたっていうね
1442740	1443740	いろんなところで
1443740	1444740	お話になってますけど
1444740	1445740	はい
1445740	1446740	じゃあわれとこう
1446740	1447740	人の顔を見て
1447740	1448740	そうですね
1448740	1449740	顔色を見ながら
1450740	1451740	いかにこう自分に
1451740	1452740	日がないかってことを
1452740	1453740	アピールできるかってことを
1453740	1455740	説明日頃を考えながら
1456740	1457740	やってきて
1457740	1458740	自分が攻められないためには
1458740	1460740	人を攻めるわけに行かない
1460740	1461740	っていう人を
1461740	1462740	攻めるところ
1462740	1463740	帰ってきますからね
1463740	1464740	はい
1465740	1466740	みんなのことを許すから
1466740	1467740	俺を許してくれよう
1467740	1468740	っていう
1468740	1469740	普通にそんなに
1469740	1470740	吉崎さんに対して
1470740	1471740	何か厳しい
1471740	1472740	波があったわけではないけども
1472740	1473740	先に自体
1473740	1474740	そうなんですよ
1474740	1475740	もともともと
1475740	1476740	そう酷い目にあったことが
1476740	1477740	ないから余計に
1477740	1478740	なんか酷い目にあったら
1478740	1479740	きっと
1479740	1480740	辛いに違いないみたいな
1481740	1482740	そういうこう
1482740	1483740	辛い目にあってる人って
1483740	1484740	どこまでは耐えられるか
1484740	1485740	自分で分かってるので
1485740	1486740	でもそう
1486740	1487740	酷い目にあったことがないから
1487740	1488740	今日も心だけが
1488740	1489740	どんどん
1489740	1490740	被害していくっていう
1490740	1491740	厄介な
1491740	1492740	子供時代で
1492740	1493740	そのまま
1493740	1494740	聞かれちゃいましたね
1494740	1495740	でもその
1495740	1496740	絵本作家に
1496740	1498740	その前イラストレーターになられた
1498740	1499740	そのきっかけというのも
1500740	1501740	半年間くらい
1501740	1502740	会社員生活を
1502740	1503740	やっていて
1503740	1504740	でもそこで
1504740	1505740	なかなかこう
1505740	1506740	うまくいかなかったから
1506740	1507740	その気持ちを
1507740	1508740	まさに今手元にある
1508740	1510740	ノートのようなところに
1510740	1511740	すごく小さく
1511740	1512740	書いて
1513740	1514740	だからその
1514740	1515740	吉崎さんの絵は
1515740	1516740	全部小さいですもんね
1516740	1517740	そうなんです
1517740	1518740	見つからないように
1518740	1519740	書いてる手で
1519740	1520740	書くせるサイズで
1520740	1521740	絵を描いてた
1521740	1522740	後ろから
1522740	1523740	吉崎やって言われたら
1523740	1524740	もうすごく
1524740	1525740	書くせるように
1525740	1526740	人の気配を感じたら
1526740	1527740	書いてる手で
1527740	1528740	書くせるっていう
1528740	1529740	ために小さい絵を
1529740	1530740	書いてたら
1530740	1531740	それ以上
1531740	1532740	大きい絵が
1532740	1533740	描けなくなったという
1533740	1534740	それはでも
1534740	1535740	それを描くことによって
1535740	1536740	気持ちが
1536740	1537740	自分の中にあるものは
1537740	1538740	すると
1538740	1539740	外に出たってことない
1539740	1540740	そうです
1540740	1541740	だから
1541740	1542740	僕にとって
1542740	1543740	絵を描くっていうのが
1543740	1544740	それも本当に
1544740	1545740	会社の先輩に
1545740	1546740	吉崎お前はいつも
1546740	1547740	俺の注意を
1547740	1548740	細かく目も取ってるけど
1548740	1549740	全然次回に
1549740	1550740	生かされてない
1550740	1551740	って
1551740	1552740	普段何書いてるんだ
1552740	1553740	普通に目もしたら
1553740	1554740	それを反省して
1554740	1555740	これは
1555740	1556740	二度と言われないように
1556740	1557740	しようと
1557740	1558740	外出しちゃって
1558740	1559740	覚えるために
1559740	1560740	書く
1560740	1561740	僕も
1561740	1562740	そのために
1562740	1563740	書いてると思ったんですけど
1563740	1564740	書いたら
1564740	1565740	忘れられるんですね
1565740	1566740	でも
1566740	1567740	そこには
1567740	1568740	ちゃんとアドバイス
1568740	1569740	書いてたんですか
1569740	1570740	それとも
1570740	1571740	コピーの髪なくなったら
1571740	1572740	ちゃんと補充しとけよう
1572740	1573740	さっきはちゃんと
1573740	1574740	その通り書くんですよね
1574740	1575740	でも
1575740	1576740	書いたから
1576740	1577740	大丈夫
1577740	1578740	俺は覚えてる
1578740	1579740	みたいな形で
1579740	1580740	全く
1580740	1581740	そのことを
1581740	1582740	忘れちゃうっていう
1582740	1583740	それが
1583740	1584740	全部出ちゃった
1584740	1585740	そうなんですね
1585740	1586740	まあ
1586740	1587740	吉崎さんの
1587740	1588740	色んな作品を
1588740	1589740	見てますと
1589740	1590740	本当に
1590740	1591740	何で
1591740	1592740	とか
1592740	1593740	どうして
1593740	1594740	そうなのっていう
1594740	1595740	この
1595740	1596740	果てなマークが
1596740	1597740	色んな作品の
1597740	1598740	作る動機にも
1598740	1599740	なってるんだろうし
1599740	1600740	それが
1600740	1601740	作品の中で
1601740	1602740	それは
1602740	1603740	常に
1603740	1604740	作品を書く以外にも
1604740	1605740	あれは何で
1605740	1606740	こうなの
1606740	1607740	あれは何で
1607740	1608740	こうなのっていう
1608740	1609740	頭が
1609740	1610740	ずっとあるんじゃないかな
1610740	1611740	って
1611740	1612740	予測するんですけどね
1612740	1613740	そういう
1613740	1614740	心の癖みたいなのが
1614740	1615740	あって
1615740	1616740	何か
1616740	1617740	うたぐり深い
1617740	1618740	ところが
1618740	1619740	あるんでしょうね
1619740	1620740	そこを疑っちゃったら
1620740	1621740	先進まないだろう
1621740	1622740	みたいなところで
1622740	1623740	止まってしまうことが
1623740	1624740	あり
1624740	1625740	日常生活を
1625740	1626740	送る分には
1626740	1627740	不便なんですけど
1627740	1628740	時間かかりますよね
1628740	1629740	たぶんね
1629740	1630740	そうなんですよ
1631740	1633740	やっていかなきゃいけないので
1633740	1634740	なんでしょうね
1634740	1635740	でもそれが
1635740	1636740	僕の場合は
1636740	1637740	たまたま仕事になった
1637740	1638740	っていう
1638740	1641740	幸せものだと思いますね
1641740	1642740	だいたいみんな
1642740	1643740	朝起きてから
1643740	1644740	夜寝るまで
1644740	1645740	物事を
1645740	1647740	これはこういうことになってるから
1647740	1648740	こうしようって
1648740	1649740	決めて
1649740	1650740	スムーズに動くわけじゃないですか
1650740	1651740	どうも
1651740	1652740	吉崎さんは
1652740	1653740	これは本当に
1653740	1654740	こうなんだろうかって
1654740	1655740	本当に
1655740	1656740	こういう子を
1656740	1657740	立ち止まるわけですもんね
1657740	1658740	一一
1658740	1659740	ほんとに
1659740	1660740	思うので
1660740	1662740	困っているんですけど
1662740	1663740	何か
1663740	1664740	どうでもいいところは
1664740	1665740	何か勝手に
1665740	1666740	思い込んでたりとかしてて
1666740	1667740	その理由ほど
1667740	1668740	ちゃんと想像力も
1668740	1669740	使えてないっていう
1669740	1670740	その結構
1670740	1671740	ふわふわしているところも
1671740	1672740	何か信用
