start	end	text
322160	331640	この一定の残酷さみたいなものを体の中に入れて ちょっと喜びを感じながらこう体感してたのかなと子どもっていう気持ちが
331640	341280	一定の不温差とかですね残酷さみたいの求める不変性ってのは何なのかな なんてことを考えながら帰ってきましたけど特に答えが出たわけじゃないんですが
341280	352120	他の来年の頭にですね3年前に出たわかりやすさの罪っていう本がちょっと分析化されるんで これもまた飛行機で読み直す作業をしてたんですが今この作品
352120	358680	まあ見たらこうこの本読んだらこういう気持ちになりますよっていうこういう丁寧に告知しているものとかですね
358680	367240	やたらとこうドラマの複選回収が好まれたりしてそれってどういうことっていう状態のまま放置されるのが なんかやったらと嫌がられる傾向
367240	377080	わかりやすいものがどんどん好まれる傾向があるそれになんとか逆らいたいなと思いながら書いた本なんですけど 3年経ってももちろんその考え方に特に変化はなくてですね
377080	385400	まさにこのシモンまさつさんのお洋気太陽君をこれまでそれぞれうるさかった子供たちが社内でフルコーラスで歌う姿っていうのを見てですね
385400	395800	なんでだとこの歌なんでこんなに好まれるんだという理由を探すのは簡単ではなくてその状況というか 婚訳させられる感じというのは非常に嬉しくもなったんですが
395800	403160	もしかしたら子供たちってのはそういうわかりやすさみたいなものから自然と逃げている存在なのかななんてことも 思いましたけれども
403160	411680	おそらくこのラジオもあのマレーシアで一家そうででyoutubeで聞いているということなんでね マレーシアの友子さんファミリー本当に数日間
411680	423080	お世話になりましたということでなんとか日本に帰ってまいりました さてですね今日今日なんですがある裁判の判決が出ましてご存知の方も多いと思いますが
423080	435200	2019年に公開された映画宮本から君へという作品について 出演者の一人であったピエルたきさんが対魔トリシュマリー法違反で逮捕されて誘罪になったということを受けてですね
435200	447200	2019年の7月に日本芸術文化新公開が内定していた1000万円の女性金の交付について 出演者が誘罪判決を受けたとこれを理由にしてですね
447200	454560	国の女性金を出すことは攻撃性の観点から適当じゃないということで不幸福を決めたということがありました
454560	462280	これについて政策会社のスターサンズがこれはおかしいと不幸福決定は取り消すべきだという裁判を起こしてたんですね
462280	471120	裁判がどういうふうに進んでいたかというと2021年6月の一審東京地裁判決では攻撃性というのは卓球的な概念であり
471120	478400	運用次第で芸術団体の自由な表現を妨げる可能性があるこういう指摘があって不幸福を取り消した
478400	482640	つまりですね攻撃性の観点から適当ではないというふうに言ったけれども
482640	489920	攻撃性って言葉をどういうふうに講師するのかというのがその時々で判断されちゃまずいですよというふうに言ってた
489920	499320	これがですねしかしながらその後2022年3月の2審東京交際判決では1点をすると不幸福は妥当であるという判決が出るんですね
499320	507600	その理由が何かというと女性金を交付すれば国は薬物犯罪に関与とのメッセージを発したことになるという
507600	513000	この日本芸術文化新公開の主張というのを認めるもんだったとよく意味が分かりませんけれども
513000	520680	で今日ですね最高裁が不幸福決定を取り消す判決を言い渡したつまりもう一回ひっくり返したということですね
520680	526640	これによって政策会社側の逆転勝争というのが確定したということになるんですが
526640	533720	経緯振り返るとですね2019年3月に女性金1000万円の交付というのが内定していたけれども
533720	543320	その後出演者の一人が逮捕されると翌月に日本芸術文化新公開側から女性金を自体するかもしくはその
543320	549240	出演者一人が出ている場面を編集するように求められたんだけれども当然これを拒否した
549240	555160	抗議をしたところ攻撃性の観点から適当じゃないということで不幸福決定通知が届いた
555160	564040	ここがおかしいんですがこれを取り消した後にですね女性金の交付を決める要項というのが改まって改正されて
564040	567880	攻撃性の観点から交付を取り消せるようにしたと
567880	572400	文化芸術活動の女性についてこれまでに長った文語が加わったんですね
572400	583160	攻撃性の観点から不適当と認められる場合というのが加わったこれまでは要望申請について不正の事実があった場合ということだったのに
583160	587000	攻撃性の観点というのが加わったこれ変わっちゃった
587000	591400	これ出演者が逮捕されたらダメってことになると極端に言うとですね
591400	601000	あの犯罪的のある人が出る絵がってな女性金が得られないってことになっちゃうわけですね法律に違反して逮捕された人っていうのは罪が確定して一定期間
601000	609880	罪を継ぐなお期間を減るなどして当然社会に復帰をするわけですねで国家っていうのは社会に復帰しやすい状況っていうのを作らなくちゃいけないのに
609880	619400	それを公的な組織が幅んでいるというふうにも言えるわけですね当時映画を制作した川村三つの部代表この方が亡くなられてしまったんですが
619400	630200	川村代表はですね映画の内容は薬物とは全く関係なく攻撃性という言葉も拡大解釈が可能だと表現の自由を犯す行為で絶対に認められないというふうに話されていた
630200	639240	犯罪力があればダメっていう論にそのまま受け入れるとですね例えば多くの公共図書館からですね犯罪力のある書き手の作品引っこ抜かなくちゃいけなくなる
639240	648520	薬物違反で捕まった人が関わった作品について公共機関である図書館がお金払って購入して症状してたら薬物資を要任していると思われる可能性がある
648520	654440	これをかなり大げさな話ですが彼らが示した攻撃性ってそういうことになっちゃうわけですね
654440	664720	この女性金不幸婦の議論と同じ頃に議論されていたのが愛知鳥園奈れ2019この展示でのですね表現の不自由典その後についてで
664720	671360	この展示についてあの名古屋の川村高橋市長が座り込みしたのを覚えている人どれぐらいいますかね
671360	678800	彼があの金メダル噛む前なんでね覚えている人少ないかもしれませんけど1連の総動の時に彼こういうことを言ってたんですね
678800	687360	一般的に芸術いうものではないですわな普通は日本人の普通の人の気持ちを排脚して暴力ですよ普通の人が見てどう思うかですよっていうふうに
687360	694760	その展示についてなぜかですね日本人とか一般とか普通みたいな言葉を使ってこうインタビューに答えていって
694760	702160	つゆきに使ってるんだったらあのあたかも日本国全体がこれ認めたように見えるなんてことを言ってたつまりまあ文化芸術に対して
702160	709160	お金を使うっていうことはみんなが認めたものじゃないとダメだよねって言ってたとこうやってまあその時々のですね
709160	717920	犠牲者が文化芸術ってものものすごく適当な理解で判別しようとする可能性っていうのはいつでも起きるわけですね
717920	727160	今年の春に総務省の内部文書っていうのが公表されて後日総務省がその行政文書だと認めたというこの文書機能されましたけど
727160	735440	2014年から15年にかけて首相官邸と総務省の間で放送法の解釈について競技したというこの文書が出てきたと
735440	744120	これまでその放送事業者の番組全体見て判断するとされてきた政治的公平性というのが番組単位でも判断すべきと
744120	749080	こういうやりとりがあったというされるものでしたねこれについて非常に曖昧なまま
749080	757640	になっちゃいましたけれどもまあどんな時代もですね文化芸術そしてメディアってなその時々の権力機構にコントロールされやすいものであるっていう
757640	765640	視点というのは忘れちゃいけませんしそう考えると今日の最高裁の判決っていうのは表現の自由を考えるうえでは非常に
765640	773640	重要な気を持って常識的なですねとてもしかしながら大切な判決が出たんじゃないかなというふうに思います
773640	779000	はいということで33回目の放送を始めてまいります
780000	783320	駆け出さてつの
783440	786120	プレッキンライト
786120	793560	生放送で送り取ります駆け出さてつのプレッキンライトこの後のゲストコーナーですが今日はエーマスその可能愛子さんをお迎えします
793560	799120	初めて清修出した時にですね回したのカレッジでゲストでお越しいただいたのも3年前なんですね
799120	806040	そして今回ですね2冊目のエッセーボンを出されましたその間にどんないろんな変化があったのか小説も書かれてますしね
806040	809840	いろんなことを聞いていきたいというふうに思っておりますそしてですね
809840	815520	11時代ですがいつもtbsラジオの沢田大記者と今週のニュースについて話しているんですが
815520	822920	沢田さんは本日はお休みでございます特に健康には問題ないんでねご安心くださいなんでいないのかというとですね
822920	829520	今日はですねtbsラジオがストライキーをしているということで沢田さんからコメントも来ておりますよ
829520	837840	生きる望みのオーナスを巡る今回の断行ですが会社側の回答が組合の要求にほど遠かったため組合はストライキーに突入し
837840	843200	お休みとなりましたということでございます当然はストライキーこれ労働者の権利ですからね
843200	849880	しっかりと組合として戦ってほしいなというふうに思いますがということでねまああの沢田さんいらっしゃらないということで
849880	857400	代わりに心強い方ということでまあこの方しかいないでしょう沢田さんとポットキャスト政治道楽をやっております
857400	862600	宮原ジェフリーさんいらしていただきますこうやってしっかりとお話しするのは実は初めてなんでね
862600	870200	今日はまあ宮原さんが選んできてくれたニュースちょっとちょっといつもの沢田さんと選んでくるニュースが違うのかなという感じもありますので
870200	873400	その辺りもお楽しみにということでございます
873400	879880	番組では皆さんからのメール募集しておりますご意見でも質問でも日常の報告でも何でもいいので送ってください
879880	887600	当て先はプレキンアットマーク tbs.co.jp プレキンアットマーク tbs.co.jp
887600	897480	プレキンのつづりは p re k i n ですこの後は今日のゲスト a マスソの可能愛子さんをお迎えします
901160	907880	ニューヨークといえば地下鉄メトロが有名だと思いますけどこのチャイナタウンのエリアは
907880	913720	電車が地上に出てきていて ものすごくうるさいんですけども
913720	919600	その効果下のエリアが 全部中国系の商店になっていて
919600	925720	もうすぐ僕の目指す ルーローハンが美味しいお店に
925720	932360	到着です dbs ポットキャスト神出両兵ニューヨークご馳走庁
932360	937360	各種ポットキャストサービスで配信中 日が最終ををやお
937360	944000	森口ロコです11月23日勤労感謝の日夜8時からスペシャルプログラム森口広子
944000	950360	モリモリライトお届けいたします 今年5月にリリースした森口ロコの最新アルバム
950360	956960	アニソンカバーズをなんとなんと大特殊をさせていただけることになりました
956960	962000	おかげさまで多くの方々から嬉しい感想を頂戴しておりますあのアルバム
962000	968120	さらにこの番組で解禁となるスペシャル情報もお伝えしますので 聞き逃さないでください
968120	977720	森口ロコモリモリライト11月23日勤労感謝の日夜8時から私と秋の夜長の人と気をご一緒してください
977720	983800	ラジオもポッドキャストもTBS
991800	996800	竹田さてつのプレキンナイト
999800	1005720	竹田さてつのプレキンナイトここからはゲストコーナーです 今日を迎えするのはましその可能愛子さんですよろしくお願いします
1005720	1008720	よろしくお願いいたします
1008720	1011720	3年も経ったんですね
1011720	1013720	そんなに前だとは
1013720	1017720	さっきちょっと僕オープニングで話したんですが
1017720	1020720	端午三兄弟にすごい
1020720	1024720	あれはでも20何年前ですよね
1024720	1025720	そうですね
1025720	1030720	エッセーに書かせていただいたんですけども端午三兄弟に衝撃を覚えたという
1030720	1034720	どういう衝撃だったんですかの端午三兄弟の衝撃は
1034720	1039720	何なんでしょうねコミックソングみたいなものに触れたことがなかったんですよ
1039720	1042720	それはっきりとぼけてるとは思わなかったんですけど
1042720	1044720	なんか異応じゃないですか
1044720	1049720	異応ですよね僕もだからこれエッセー読んで改めて聞くと
1049720	1055720	あんななんかダークな感じとかシステムが感じで入るんだと思った驚きがありましたよね
1055720	1061720	先あの話出てたようにその端午三兄弟君的なものってちょっとまあ
1061720	1065720	何でしょうね群事を組み取ろうとしたらできるというか
1065720	1069720	ただなんか端午三兄弟に至ってはただそうだっていう
1069720	1075720	ただ端午なんだっていうところの利用さみたいなのを感じ取ってたのかなと思いますけど
1075720	1078720	確かにこのおかのさねエッセー読んでなるほどなと思ったな
1078720	1083720	普通端午歌にするんだったら端午がどういうふうに口に刺さってくかとか
1083720	1087720	その端午自体を動かして冒険させるけど
1087720	1092720	始まりがもう不思議に刺さって端午っていうところから入るって
1092720	1093720	そうなんですよ
1093720	1094720	驚きですよね
1094720	1098720	確かにでもあの年齢で聞いたからっていうのはあるでしょうね
1098720	1104720	他のやつに至っても多分自分が大きくなってからもう刺さってないみたいな
1104720	1106720	どういうもあるでしょうし
1106720	1113720	だからそういう世代となんかその掛け合わせによって頭に残る残るないっていうのが
1113720	1114720	ありますね
1114720	1119720	撮影さんなんか流行ったってなったらどれぐらいのどう用というんですかね
1119720	1124720	あのいやこのご本の中にそのスピードの写真集買って
1124720	1129720	買った当日にか翌日に公開したっていう話がありましたけど
1129720	1131720	僕は友達に持ってましたねあのスピードの
1131720	1132720	本当ですか
1132720	1136720	ちょっと世代がまあ10話いかないけどやっぱりのが上ですけど
1136720	1140720	やっぱり本当に中学時代はスピード全盛期だったんで
1140720	1146720	あのスピードの写真集といってもちょっとコンサートの模様かなんかを
1146720	1149720	メインにした写真集ですよね
1149720	1152720	何であれ買いに行こうと思ったんですか
1152720	1155720	当時はもうスピードがすごくと思って
1155720	1160720	自分ね何かこうファンとかと思ってなかったんですけど
1160720	1163720	自分が選び取ってなんか買うみたいな
1163720	1167720	しかも写真集っておもちゃとかとは違うじゃないですか
1167720	1169720	確かにそうですよね
1169720	1171720	なんかエラソニューとカルチャーじゃないですか
1171720	1173720	カルチャーそうですよね
1173720	1176720	時のあれの興奮みたいなのあったんですよね
1176720	1178720	本夜に買いに行くっていう
1178720	1182720	別で購入して違うなっていうタイミングが早かったですよね
1182720	1183720	早かったですね
1183720	1187720	親からも違うぞっていう目線もあったし
1187720	1189720	それはもう
1189720	1193720	でも自分が当時おこづかい出して買ったものに対して
1193720	1198720	他の変わりと何とか工程したいなっていう気持ちになるんですけど
1198720	1202720	その諦めは割とスムーズに行けたって感じですか
1202720	1204720	そうですね
1204720	1206720	違うなって思いましたね
1206720	1210720	その後スピードの写真集はどういう変線を辿ったんですか
1210720	1212720	いやどうやったかなぁ
1212720	1216720	なんかCDとかもそういうのがあるんです
1216720	1218720	中学の時にすごく背伸びをして
1218720	1220720	ステディー&コーのアルバム買ったんですよ
1220720	1222720	ちょっと背伸び感出てますよね
1222720	1225720	それはちょっと背伸びしすぎたんですよ
1225720	1228720	自分で手元に置いてても伸ばしてるなっていう
1228720	1229720	伸ばしてるなっていうのが
1229720	1232720	その部屋に置いていてもやっぱ溶け込まないんですよね
1232720	1233720	自分の部屋に
1233720	1234720	置いちゃう感じありますよね
1234720	1237720	背伸びしてる現実を毎日突きつけられるみたいな
1237720	1241720	そういう事が自分のjust meatがやっぱ掴めなかったですね
1241720	1242720	なかなか
1242720	1244720	でも誰しも出身切っての
1244720	1246720	そういうズレとか
1246720	1249720	無理してる感じっていうのがあって
1249720	1252720	僕も友達で1ヶ月でアメフト部やめたんですけど
1252720	1255720	ずっとベットのとこにアメフトのヘルベットを
1255720	1256720	かけてるやつがいて
1256720	1259720	いつまでお前そのアメフトメンタリティ
1259720	1261720	保とうとしてるんだみたいな事を
1261720	1263720	指摘ずっと去れ続けてましたけど
1263720	1266720	多分彼は去れ続けることによって
1266720	1269720	アメフトが1ヶ月しか持たなかったっていうことで
1269720	1271720	何かのエンジンになってたりも
1271720	1272720	確かに
1272720	1273720	でもそれあれですよね
1273720	1275720	justにしたところで
1275720	1278720	justにしてる自分っていうだけですからね
1278720	1279720	まあまあそうですね
1279720	1280720	そうなんですよね
1280720	1283720	でほんまの意味でjustないしっていうか
1283720	1284720	そうですよね
1284720	1285720	ほんまにそんなに
1285720	1287720	全部が全部ピントが合ってる
1287720	1289720	青春時代なんて
1289720	1290720	ないでしょ
1290720	1291720	ないですね
1291720	1292720	ないですないです
1292720	1294720	でもそれもしかも1回生きるだから
1294720	1297720	別に再度やり直そうと思っても
1297720	1298720	できるもんでもないし
1298720	1299720	そうなんですよね
1299720	1301720	まあそういうところが
1301720	1302720	もしかしてなんか
1302720	1304720	おるんかなと思って
1304720	1305720	そういう意味でも
1305720	1306720	あのダンゴさん兄弟にね
1306720	1309720	あの時爆風を感じた人が
1309720	1310720	私もですっていう人が
1310720	1312720	現れないかなと思って
1312720	1313720	ちょっと楽しみにしてる部分が
1313720	1314720	あります
1314720	1315720	今回
1315720	1317720	今んとこそのダンゴさん兄弟への
1317720	1318720	リンクはないです
1318720	1319720	全くない
1319720	1320720	全くないですね
1320720	1321720	ご覧かな
1321720	1322720	全国に
1322720	1323720	全国に
1323720	1324720	あれだけ爆うれしたってことは
1324720	1326720	何がしかの近世に触れたというかね
1326720	1328720	はいいこ混ざるを得なかったっていうのは
1328720	1329720	あるんでしょうかね
1329720	1331720	たぶん毎日流れてたんじゃないかな
1331720	1332720	そうでしょうね
1332720	1334720	結冠ソングみたいなことですから
1334720	1336720	ちょっと不音なPVも
1336720	1337720	覚えてますもんね
1337720	1338720	覚えてます覚えてます
1339720	1340720	今回は
1340720	1341720	第2作目
1341720	1342720	エッセイってことですけど
1342720	1343720	はい
1343720	1344720	割とこう
1344720	1345720	子供の頃とか
1345720	1346720	はい
1346720	1348720	学生の頃がテーマになってて
1348720	1349720	そうですね
1349720	1350720	編集者の方から
1350720	1351720	一応はい
1351720	1352720	やんわりとですけども
1352720	1355720	絶対ではないですけどという感じで
1355720	1356720	縛ってもらって
1356720	1357720	なんかその
1357720	1358720	以前そのエッセイを書く時に
1358720	1359720	こう自分は
1359720	1360720	いろんな記憶を
1360720	1362720	こう探していく感覚があるんだってことを
1362720	1363720	おっしゃっていて
1363720	1364720	はい
1364720	1365720	それはなんか
1365720	1367720	どう探していくんですか記憶っていうのは
1367720	1368720	いや本当にね
1368720	1369720	不思議ですよね
1370720	1372720	開いたらどれでででいって
1372720	1373720	どこどこどこ
1373720	1374720	あって時もあるし
1374720	1376720	もうドアだけのところもあるし
1376720	1377720	開けたら何もなかったんだよ
1377720	1378720	何もないっていう
1379720	1381720	もう本当に書くことがない時
1381720	1382720	リアルに
1382720	1383720	賞1
1383720	1384720	あー何もないな
1384720	1385720	賞2
1385720	1386720	みたいな感じで
1386720	1387720	やってましたけどね
1387720	1388720	記憶を
1388720	1389720	でも
1389720	1390720	あらゆるところで
1390720	1391720	子供さんは
1391720	1392720	ハズイって言葉を
1392720	1393720	はい
1393720	1394720	使いますよね
1394720	1395720	だからなんかその
1395720	1397720	恥ずかしいっていう感情っていうのが
1397720	1398720	すんげー残ってのを
1398720	1400720	しちゃうんじゃないかなと思ったんですけどね
1400720	1401720	そうですね
1401720	1403720	だいぶゆるくなりましたね
1403720	1404720	こういうことも書くんだ
1404720	1405720	みたいな
1405720	1407720	ちょっと3年前の私からしたら
1407720	1409720	書いてもおてるなー
1409720	1411720	っていう部分は結構ありましてね
1411720	1412720	それは自分でこう
1412720	1413720	バーッと書き出した後に
1413720	1415720	あるしこう客観的に見て
1415720	1416720	出しちゃったなと
1416720	1418720	もうあるし
1418720	1419720	あのー
1419720	1421720	前回が1,500くらいの
1421720	1423720	エッセーなんですね
1423720	1425720	今倍ぐらいの文字数で
1425720	1426720	バーッってこうテーマを
1426720	1427720	あげて書いた時
1427720	1428720	あれ?
1428720	1429720	まだ線?みたいな
1429720	1430720	あれ足りんな
1430720	1431720	みたいな
1431720	1432720	っていうともう
1432720	1433720	ヒダを書いていくしかない
1433720	1434720	なくなった時に
1434720	1436720	いや書いてるなーっていう
1436720	1437720	はい
1437720	1438720	あのー
1438720	1439720	以前ね
1439720	1440720	さかいじゅんこさんって
1440720	1441720	エッセーしたの方が
1441720	1442720	この番組に来た時に
1442720	1443720	稲上久久さんって方が
1443720	1444720	エッセーってのは
1444720	1446720	所詮自慢話だっていう話を
1446720	1447720	おっしゃってて
1447720	1448720	確かに
1448720	1449720	やなとこ疲れたなっていう感じは
1449720	1450720	ね
1450720	1451720	自分もエッセー革命で
1451720	1452720	思ったりもするんですけど
1452720	1453720	はい
1453720	1454720	その1,500で
1454720	1455720	1,000しか書けなかった時に
1455720	1456720	うん
1456720	1457720	もうあと500なんか
1457720	1459720	落ち着けに行こうとするじゃないですか
1459720	1460720	はいはいはい
1460720	1461720	落ち着けに行こうとする時に
1461720	1462720	うん
1462720	1463720	人がやりがちなのは
1463720	1464720	うん
1464720	1465720	いい話に
1465720	1466720	したがる
1466720	1467720	そうですね
1467720	1468720	本当にそうです
1468720	1469720	角に直逆にするか
1469720	1470720	角に
1470720	1471720	そうそうそう
1471720	1472720	だからここの最後迷われたんだろうな
1472720	1473720	っていうのが
1473720	1474720	出てました
1474720	1475720	何編か
1475720	1476720	ありましたかね
1476720	1477720	出てました
1477720	1478720	はい
1478720	1479720	そうです
1479720	1480720	その
1480720	1482720	カットンがおそらく
1482720	1483720	あったのではないかなと
1483720	1484720	いやめちゃくちゃありましたね
1484720	1487720	この文字数を使うのに
1487720	1488720	ちょっとしばらく
1488720	1489720	伏線してた感じはありますね
1489720	1490720	うん
1490720	1492720	この間にいろいろ小説も
1492720	1494720	書かれていて
1494720	1496720	小説も読ましていただいたんですが
1496720	1497720	ありがとうございます
1497720	1498720	結構小説だと
1498720	1500720	会話がめちゃくちゃ多いですよね
1500720	1502720	ああそうです
1502720	1504720	見たれ飛ぶような感じで
1504720	1506720	よく喋る小説だなっていう感じが
1506720	1507720	はい
1508720	1509720	本当に高瀬純子さんにも
1509720	1510720	言われました
1510720	1511720	そうですか
1511720	1512720	喋りますね
1512720	1513720	それはご自身の中で
1513720	1514720	意識ってありますか
1514720	1515720	いや本当になくて
1515720	1517720	言われるまで気づかなかったんですけど
1517720	1518720	ああ
1518720	1519720	そんなに確かに
1519720	1520720	他の小説家の方
1520720	1521720	あんまり喋ってないな
1521720	1522720	っていう感じを
1522720	1523720	言いました
1523720	1524720	高瀬さんの小説が
1524720	1525720	喋らなすぎる
1525720	1526720	喋らなすぎる
1526720	1527720	確かに
1527720	1528720	本当に内心で
1528720	1529720	こんなことを持って
1529720	1530720	こんなケーキ食えねーよ
1530720	1531720	みたいに
1531720	1532720	わかんないけど
1532720	1533720	そういう話が
1533720	1534720	多い人だから
1534720	1535720	確かにね
1535720	1536720	対比はあったのか
1536720	1537720	フェースで嫌いって
1537720	1538720	言ってました
1538720	1539720	高瀬さんは
1539720	1541720	恐ろしいキーワードですよね
1541720	1542720	人間全体を
1542720	1543720	薄すら嫌いっていう
1543720	1544720	最初は普通に
1544720	1545720	嫌いが入る
1545720	1546720	嫌いから入るっていうのは
1546720	1547720	うん
1547720	1548720	可能さはどうですか
1548720	1549720	薄すら人間に対しては
1549720	1550720	あ、私はそれで言うと
1550720	1551720	薄すら好きですね
1551720	1552720	ああ
1552720	1553720	じゃあ、どんな人が
1553720	1554720	目の前に来ても
1554720	1555720	通りすがっても
1555720	1557720	どこかそいつを
1557720	1558720	信頼するって
1558720	1559720	どうなんでしょうね
1559720	1560720	あんまりこう
1560720	1562720	今となってはですけど
1562720	1564720	あんまりこいつなんやって
1564720	1566720	入ってないかもしれないですね
1566720	1567720	それはもう
1567720	1569720	子供の頃からそうですか
1569720	1570720	うーんな
1570720	1572720	気がしますけどね
1572720	1573720	あんまりこう
1573720	1576720	打ち向きであった記憶はないですね
1576720	1578720	でもご自身がそのなんか
1578720	1581720	比較的明るい性格になったのは
1581720	1583720	その自分の実家に
1583720	1585720	自分の部屋がなかったからだっていう
1585720	1587720	断言をされてましたね
1587720	1588720	エッセーで
1588720	1589720	絶対そうだなって思った
1589720	1590720	それはもう自信あり
1590720	1591720	自信ありますね
1591720	1592720	こもれなかった
1592720	1593720	こもれなかった
1593720	1595720	私って何みたいな時間がなかった
1595720	1596720	なかった
1596720	1597720	しかもこの方にも書いてるけど
1597720	1598720	はい
1598720	1599720	いろんなおっさんが
1599720	1600720	よくわかんないおっさんが
1600720	1601720	たくさん家に
1601720	1602720	そうなんですよ
1602720	1603720	入ってきて
1603720	1604720	風通しは良かったですね
1604720	1605720	風通しがほんとに
1605720	1606720	良すぎる感じが良いんですけどね
1606720	1607720	良すぎる
1607720	1608720	はい
1608720	1609720	親父よりさっきに
1609720	1610720	おっさんが帰ってくことありましたが
1610720	1611720	いやでしたねほんとに
1611720	1612720	今日はどのおっさんがいるかっていう
1612720	1613720	はい
1613720	1614720	バライっていう
1614720	1615720	とにかく見たかったんですよ
1615720	1616720	私は
