start	end	text
391640	398800	今週もですねまあいろんなニュースありましたけれども今日驚きましたねこの番組でもというかこの番組のニュース
398800	408200	エトセトラで沢田大記者がずーっと疑惑を追求し続けてきた細田広々全衆議院議長が亡くなられたという驚きのニュースが入ってきましたけども
408200	412800	この件についてはね11時代に沢田さんからというふうに思っております
412800	420240	その他生物館とか副大臣の自任疑惑いろいろありましたね国際情勢では相変わらず
420240	427760	パレッシュ長座しくで拡大する被害などいろんなニュースありますけれども僕が定期的に追いかけてチェックしてきたところで言うと
427760	437960	やはり今週はですね大阪関西万博について多くの人がこれもダメなんじゃないかなといよいよ感じ始めた1週間になったのかなというふうに思います
437960	447400	これまでもコストが跳ね上がる何度も繰り返し増額するというニュース続いてましたけれども今週放じられた万博関係のニュース並べてみますと
447400	457720	あの万博協会がですねタイプxっていう簡易的なパビリオンを求められている以上の20カ国を超える量を先に作っちゃえというふうに発注をしたと
457720	469080	これもとるきでしたけどもあるいはですね松野官房長官がこの建設費3度目の増額ありますかというふうに聞かれて全くないとは言えないというちょっと曖昧な答弁をした
469080	476400	そして今日になってメキシコなど複数の国が撤退する移行の移行を示しているという報道までありました
476400	485080	メキシコはですね自ら建設費を負担するタイプaという方式まあ万博のこう花形になるパビリオンですねこれ出展する予定だったんで
485080	493240	これかなり大きな決断になったんだろうとで今週あの盛んに議論されるようになったのが万博の会場を取り囲む木造リングですね
493240	501880	これが350条件かかるなこれ無駄遣いじゃないんですかというふうに聞かれて地味万博担当大臣が夏の暑い時期に開催される
501880	513560	日を経の熱中対策として熱中症対策として大きな役割を果たすんだというふうに言ってですね 大阪の吉村知事はこのリングは価値観や多様性が一つの輪になってつながるという
513560	524960	万博の理念に根ざしたものだと 清水寺の舞台でも使われている技術なんだと伝統技術の伝統建築の技術力や魅力も世界に発信するというふうに言ってる
524960	532560	維新の場合さんはビッグイベントというのはモニュメントがいるんだとあまりお金の目ばかり考えているとあれもこれもやめようということになると
532560	543560	チンプな万博になってしまうより悪いサイクルにハマっていくんじゃないかというふうに言ってると あれお金の面を考える政党じゃないのか無駄に厳しい無駄遣いに厳しい政党じゃないのかというふうに思うんですが
543560	550360	まあもうとにかく工事が進んでるから進めるしかないということになってんですね この木造リングについてですね
550360	557360	万博の公式サイトにどういうふうに書いてあるかというと多様でありながら一つという本万博の理念を表す
557360	566360	大阪関西万博のシンボルとなる建物ですと リングの屋根の下には海上の主導船として円滑な交通空間であると同時に
566360	575560	雨風久し日差し等を塞ぎる快適な大流空間として利用されます 書いたですね高さは12メートルかっこ外側20メートル
575560	584560	書いたんですねそして屋根の上の部分が歩けるようになって つまりまあ見晴らしが良くて瀬戸内海の豊かな自然や優秘を浴びた光景など海と
584560	591560	空に囲まれた万博会場の魅力を楽しむことができると書いたんですね 12メートルという高さどれぐらいかというと
591560	601480	鎌倉の大物がですね台座を含めて13.35メートルってことなんで 鎌倉の大物の頭の上くらいの高さに木造リングができあわる
601480	610000	するとその下にいても厚さ対策になるのかというとかなり疑問に思うんですが 現在公開されているですねサンプルズというのがあるんですが
610000	620320	リングの下にですねガンガン直射日光が差し込んでるんですよね 屋根の上の部分は再切るものがなくて歩けるようになってるんですけど上も下もこれものすごく厚そうだなと
620320	628880	厚さ対策というふうに言ってしまったからにはこのサンプルズのまま作ると 厚さ対策にならないとこれ絶対に言われることになるわけですね
628880	639560	でこのあまり注目されなかったんですがおとといですね 万博協会がパビリオン建設の円滑化に向けた工事環境等の改善についてっていう書面を発表してまして
639560	648720	そこにはですね概要として現在公式産課国によるタイプへパビリオンの建設の準備が進められているのが 建設業者等により
648720	660360	等より資材の置き場の不足や式地内のアクセスの困難さ 電力や水等のインフラなどについて現在提供されている情報では不安があるとの声が聞かれるというふうに書いてあったんですね
660360	670780	資材置き場が不十分ならアクセスは厄介だし まああの使える水の量とか下水の処理のインフラもまだまだ不十分だという実態が書かれてるんですね
670780	678340	現場も困りまくってると で吉村知事は木造リングは万博の理念に目指したものっていうに言ってますけれども
678340	687020	万博の理念とは何なのかとこれもまた万博の基本計画っていうのを改めて通読してみますと こういう箇所があるんですね
687020	698740	私たちの命はこの世界の宇宙海洋大地という器に支えられ互いにつながりあって成り立ってる その中で人類は環境に応じて多様な文化を築き上げることにより
698740	707500	地球上の至るところに生活の場を拡大した その一方で人類は理工を優先するあまり時として自然環境を拡乱し
707500	715700	さらには同じ人類の他の集団の犠牲の上に不均衡な社会を作り上げて作り上げてきてしまったのも事実である
715700	725700	この理工を優先するあまり自然環境を拡乱しさらには同じ人類の他の集団の犠牲の上に不均衡な社会を作り上げてきてしまったというのは
725700	731900	これまさに万博の現状じゃないのかなというふうに思うんですけれどもね いかがなもんでしょうかね
731900	742220	あのかつて1996年の3月にですね 東京で開かれるはずだった世界都市博覧会の中止というの当時の青島ゆきお知事が決めたのが
742220	749020	1995年の5月つまり1年起きっていたそうなんですね それを改めて知って驚きましたけれども
749020	761220	まあ2025年4月から始まる予定の大阪万博 もう限界だと思うんですけれどもこのまま強引にやっちゃうんでしょうかね僕は中止すべきだというふうに思っておりますけれども
761220	766140	はいそれでは32回目の放送を始めてまいります
767300	770380	たけださてつの
770740	778260	プレッキンライト 生放送でお送りしておりますたけださてつのプレッキンライトこの後のゲストコーナーですが今日は
778260	788100	フリーランスライターの畑山道吉さんをお迎えします 畑山さん25年以上いろんな選挙を取材してきた方ですけれどもそんな畑山さん追いかけた映画
788100	796700	農選挙のライフが来週土曜日18日から公開されるということで その映画の話を中心に伺っていきたいというふうに思っております
796700	807180	11時代はtbs ラジオのサーダ大記者と今週のニュースについて話していきます 今週も国会中心ではありますけれどもまあとにかく伝えたい項目がたくさんありますので
807180	818380	まあ話し切れない部分はyoutubeのアタートークにも入るかなと思います 番組では皆さんからのメール募集しておりますご意見でも質問でも日常の報告でも何でもいいので送ってください
818380	830700	当て先はプレッキンアットマーク tbs.co.jp プレッキンアットマーク tbs.co.jp プレッキンのつづりは p re k i n です
830700	835580	この後は今日のゲスト畑山道吉さんをお迎えします
836340	844700	数々の名曲を歌い継ぐコーラスグループ フォレスタ年末高齢のコンサート今年はリクエストスペシャルで開催
844700	853820	事前のリクエストや公演当日の投票企画などフォレスタファンと共に作る1日限りのステージです dbs ラジオ公演
853820	862620	フォレスタコンサートリクエストスペシャルイン文章は 12月13日水曜日文章シリックホール大ホールで開催
862620	871580	チケットは公表販売中お問い合わせはサンナイズプロモーション東京 0570 003337
871580	875580	レゴー70 003337まで
876540	881180	tbs ラジオ公演ディズニーワールドビート2024
881180	890060	ディズニー音楽をプラットケリー引き入るビッグバンドでお送りするコンサート 2月28日東京オペラシティコンサートホールで開催
890060	896620	チケット公表発売中詳しくはtbs ラジオフォームページのイベント情報まで
896700	903020	やっぱりうちのフル最高だねそうだなぁ 一緒に100まで数えたら出ようか
903020	907980	うん 98 99 100
907980	910380	よーし ちょっと待って
910380	916860	tbs のポッドキャストは100以上の番組があるんだよ 負けてられないねパパ
916860	926540	1001 1002 1003 まだまだ新しい番組が増えています tbs ポッドキャストで検索してください
926540	928540	ん
930220	935180	たけださてつのプレイキンライト
938300	946620	たけださてつのプレイキンライトこっからはゲストコーナーです今日を迎えするのはフリーランスライターの畑山道吉さんです よろしくお願いしますよろしくお願いしまーす
946700	952860	たけあまさんとは2年前ぐらいねはい b&b というひもきたざーの本やすんで
952860	959020	あの時はまだあのオンラインイベントという形でしたねはいお客さんがいない中でハイ c イベントではい
959020	965820	その時にまあたけあまさんにあの例のねはい本人本人という助けをかけていただいてこれでその気になって
965820	971980	欲しいなと思ったんですけどあれをつけるとやっぱりちょっとその気になるっていうね 刺激な感じがありますよねもう一つ
972380	981420	一押しでしたね冒頭もそうですね押し押され切れなかったところはいやいやもうありますけど 何回も押していきますね何回も助けをつけるとその気になってくるなってきます
981420	990780	いろんな人にかけててもそうですそうです一度かけてもらうともうみんなその気になってくれるんでなんか ちょっと一歩前に出る感じそうですよねありますもない
990780	1000220	実際に選挙出ない顔じさんとしていろんな人に出ないか出ないかって言ってると 出てくださる方っていうのがやっぱり出てきてですね
1000220	1008780	しかもちゃんと当選を通せされる方もいらっしゃるというじゃあもう最近は選挙出ないかおじさんそうです 活動活動を始めてしまいます
1008780	1021980	やっぱりそれはいろんな候補者を見ているとこの人を送ると背中をした方がいいんじゃないかっていう人に そうで日常生活でも出会っちゃうということですねそうですねみんな選挙に出ることが特殊だって思ってる人がほとんど なんですけど
1021980	1033020	でも一度出ないかって言われると出ていいのかなでももちろん出ていいんですよ まあそれそうですね非選挙権ほとんどの方がお持ちなのでそうやってことをかけることでその
1033020	1043180	いや自分が選挙出ないとしてもどうやって選挙を見ていこうかなっていうところで意識がすごく変わるので そういった声がけをしているという
1043180	1052880	まあ今回ね来週から公開されるこの農選挙農ライフはい まさにこうあたけまさんが主人公というか試写体となっても試写体となりましたよ
1052880	1057580	考えるとドキュメンタリーがの 試写体がこうやってラジオのゲストに出るというの不思議なのですか
1057580	1063180	次の話ではありますけどねそうなんです普通 監督の方があのあの試写体を講義に捉えました
1063180	1070380	はい何かまるでわたりが出たがりみたいな まるでというか出たがりという感じはしなくもないですけどそんなことはね
1070380	1076380	主人公はあの映画の中でもやっぱり選挙に立候補された皆さん そうですねはい
1076380	1083660	でもこの今回こう密着したいというふうに監督から言われた時に 結構長い間ちょっとまり
1083660	1091660	断るというかあまり返事をしなかったと3日 2日か3日あのそれまで前田さんからメールが来るとすぐ返していたんですけどね
1091660	1097660	監督からその密着取材をしたいって言われた時に えーって1日ぐらい考えました
1097660	1104620	その時なんかこう絶対に嫌われるだろうなと思ったと言ってましたけど 前田さんに嫌われたくなかったからあの
1104620	1112860	嫌われないためにはどうしたらいいかなっていうことを考えたんですけど 僕の選挙取材のスタイルってちょっと他の人とは変わっていて
1112860	1122060	あの候補者全員に取材をする一度は接触をするっていうことを信条にしているので それがもう通称畑山ルールと畑山ルールですね
1122060	1132860	もう自分で決めたやつなんですけどそれをやろうとするとやっぱり 日本って選挙機関がすごく短い日で全員に合うのって相当大変なんですね
1132860	1144700	あの一応僕ライターフリーランスライターと名乗っているのでライターとして記事を アウトプットしなきゃいけないそうなると締め切りっていうのがあるので
1144700	1156900	選挙がスターとしてから締め切りまでの間に全員会えなかったら 原稿かけないわけですそれがもう県密な畑山ルールです僕のルールに基づくと書けないので
1156900	1166620	とにかく最初に全員に合わなきゃいけないんでこの前とこの選挙のライフって映画では2つの選挙を 取り上げているんですけど
1166620	1181020	昨年の3銀銀選挙の東京選挙は34人1項されてたんで こう実されてから締め切りまでの間に34人全員に合わなきゃいけないんで
1181020	1188260	そうなるともう1日10何人とか合わなきゃいけないんでそれを いつも1人で動いてるんで
1188260	1198380	あっ次いかなきゃって思ったらパッて瞬間的な動きで 瞬間的にいけるんですけど後ろでその僕の片越しに取りたいって言われるときに
1198380	1207980	もうほとんど取られている人のこと気を使えないわけですよ もう急にパッて走り出して車に乗ってバーって言っちゃうんで
1208140	1214300	前田さんを置いていく可能性があると 監督を置いていく可能性そんなことをされたら普通
1214300	1218180	家じゃないですか そうですよねそういうにもう来た口まで走りますよとか
1218180	1228180	とか声かけないでもういきなり走りなしって持っちゃうから それをねやっぱりあのいくら密着したいですって大丈夫ですって言われている人ではあっても
1228180	1237660	絶対嫌われるだろうなと思って前田さんには嫌われたくないどうしようどうしようっていうのと あと僕自身はもう取材をしている時は候補者の方に
1237660	1247100	もう100%向かって話を聞いているのでその後ろにカメラがあるっていうことになると 候補者の人はあれなんで
1247100	1254900	もう一台後ろにカメラがあるっていうことになるわけですよ その説明を僕から
1254900	1262260	している場合じゃないので時間かけられそうですよねなのでその説明っていうのは前田さんがその候補者の方に
1262260	1270900	あのしてくださいよっていうことと 条件をいくつか出したんですねあのこの条件を受けてもらえるんだったら
1270900	1278380	密着取材をしてもらって構いませんという条件が ご飯食べられませんよトイレは好きな時間にいけませんよ
1278380	1285620	現場ではあの私は前田さんのことを何のお構いもできませんよ
1285620	1293500	っていうこととあとまあそれに振り回されて 僕のことは嫌いになっても選挙のことは気に嫌いにならないでください
1293500	1298820	そこまで告知したけどそれにそこまで告知しました でそしたらあの分かりましたと
1298820	1308620	って言われてあのじゃあお互いしますっていうことかなり労働環境としては過酷な まあそうですねこれもあの雇用関係にはないのですからね
1308620	1319740	でもあんのじゃやっぱり監督は畑ましたにもうまかれてましたもねもう もうかなりのダッシュでねあでもあれもうしたって走る後ろ姿のあたけまさが何度か映ってます
1319740	1329860	映画の中に映ってますよねでも僕はあの映画を見た時にあの 舞台挨拶って結構いろんな劇場でやりちゃうんですあそこで
1329860	1340060	映画を見終わった後に前田監督にあの舞台挨拶があったらぜひ私を連れてってくださいと あの皆さんに言い訳がいろいろしたいのでしたいところがある
1340060	1346900	でまず第一に思ったのが走ってる姿かっこよくないんですよ あそうですかなぜかというと
1346900	1354460	全力失踪してないんですあれあそうですか こうで僕前田さんに気を使いませんよと言いながら
1354460	1362860	やっぱりね前田さんがついて来れるぐらいのスピードでしっかり優しさ出ちゃって 優しさが出ちゃって手の振りがねあの小さくて
1362860	1372980	ちょっとかっこ悪い走り方になってるなって言うといつも 立ちかきた口から南口行くときはもっと大股で大股に行ってたんだけど後ろにそうです
1372980	1381780	影響受けちゃってですねやっぱりあのドキュメンタリーで カメラを意識しないようにしようって思ってたんですけどやっぱりちょっと心の
1381780	1389780	どこかで前田さんから見える範囲で走らなきゃってそれやっぱりカメラはいつもはね こうねある所狙う側ですけど
1389780	1397060	はい狙われる側がやはりカメラをどこかでどこかでやっぱり意識してしまってたんですねということですね
1397060	1401780	でもでもやっぱり映画で見る限りいい走りだなと思う そうですか
1401780	1409220	あんなにこうなんてかね 獲物捉えるかのように走る姿ってなかなかなハンターのような
1409220	1417780	姿ですねありがとうございますあの踊れてはやっぱりあたけまさんの仕事場でね すごいこうものすごく本棚とか綺麗に整理されてて
1417780	1423980	なんかコレクター機室の感じもありましたよねあれ綺麗ですよすごい綺麗だなと思って あの
1423980	1429220	得田さんお部屋はもっと汚いもう混雑ですよ大混雑
1430220	1437780	僕もあれ前田さんが家に来るっていう事前に聞いてあの全部クローゼットに入れました入れました床にある
1437780	1444900	ただあのもう歴代の取材で集めたその選挙ポスターとか選挙ポスターとかしみたいなものをの
1444900	1454500	こうなんかファイリングしてファイリングしており目がつかないようにしている感じとか あれ本当にこう自分の知り合いのレコードコレクターとかの性質と一緒なんですよね
1454500	1463100	もうパンフレットとかもはいあ角あ角に角が漏れちゃったっていう すごい慎重に扱ってもらえないねいやもう丁寧
1463100	1470500	いやもう二度と手に入らないんでもうその笑顔が本当コレクター機室のコレクター機室が2度と手に入らない
1470500	1479500	確かに本当にデコールだったらね再発とかあるかもしれないけど選挙ポスターって新しく出たとしても 生徒変わったりもちろん時期も変わっているわけだから
1479500	1486900	唯一のものですからかん元太郎さんのね最初の選挙時のビラとか スコーバーストーリーねそうです
1486900	1498580	ちょうどそうそう前田さんが来る前に関さんがカンナオトさんお父さんをですね 父さんがその3人の大阪選挙区で
1498580	1507460	と特命担当としてですね大阪に行くぞっていう時にその秘書で元太郎さんがついてるっていう 情報をキャッチして
1507460	1518580	そういえば元太郎さんのビラーあったわと思ってあの取り出しやすいところに前田さん来る前に 持ってきてたんであのどうですこれっていう感じで見せて
1518580	1524420	本当にすっごい嬉しそうに紹介しましょうね よくぞよくぞって
1524420	1534420	でもあの畑山さんがねずっと選挙取材されてきてまあ25年以上というに書かれてましたけれども これまでいろんな調査とはね皆さんの言語で
1534420	1547060	畑山さんがいわゆるこう訪末候補と言われがちな畑山さんの言葉ではブライケードグリス候補という 方たちをずっと取材をされてきたというのは皆さんご存知だと思うんですけど
1547060	1568020	それがこう今回はあるしこうそれを取っている映像まあその候補者もたくさん出てくるわけですけど その映像が映るっていうことでまたこっちのこれまで読んでる感覚とはまた違うところっていうのも 伝わってくるわけですけど畑山さんが結構繰り返し書かれてるのはいわゆるそういう訪末候補と言われるような人たちでもその
1568020	1581580	候補者っていうのを馬鹿にするなというようなことをたくさんおっしゃっている書かれてた いうことが今回本当にそのその方たちも映ることによってすごく伝わるところがあったなぁという意味は思ったんです
1581580	1587620	はいはいその あの候補者をいろいろずっと取材するってな
1587620	1598700	宝探しのようなものなんだってこともたけまさんでそうしちゃっていて確かに見ていると 宝探し感というのがその個々の方がおっしゃっている
1598700	1607700	こうスピーチというでしょうかねこういうことをしたいですっていうことの中に きらりと光るものもあるというのはすごく伝わりましたよかった
1607700	1619780	それを見ていただきたくて前田監督が後ろから取ってくださるって言ったときに 僕自身がその選挙の取材をしていていつも感じるのはその
1619780	1629780	選挙が始まったスタートの日っていうのは第1世っていうことでその各メディアが取材に来るんですけど 2日目から
1629780	1640920	の取材の現場ってほとんど僕一人であの候補者と退治するっていうことが多くて2日目以降のしかも独立系の候補の方の
1640920	1647700	選挙運動っていうのを見ているのは僕しかいないっていうのがいつも常々感じてたんですねで前田さんが
1647700	1655380	あの畑山さん選挙が面白い面白い宝探しとかおっしゃってるけど本当なんですかって言われて言われたときに
1655380	1665700	いや本当だしあの前田さんが今までね見たことない 後継を見せてあげお見せしますよっていう感じで掴めくれば分かる
1665700	1674460	どんどんあの日にちを重ねれば分かるっていう感じでいたんですけど映画が完成してあの出来上がったら
1674460	1683460	あのもっとすごいものを前田さんに見せてもらったという感じをしましたね 作品としてねそうですね僕が見てた風景っていうのはやっぱり
1683460	1691740	僕しか見てないものであのだったんですけど同じ場所で同じものを見ているはずなのにやっぱりあの
1691740	1702340	アウトプットの仕方が前田さんの場合は映画ですけど その映画っていう表現手法でこんな見せ方ができるんだっていうことで
1702340	1711580	本当びっくりっていうか 流石だなって思いました中をとってもらって良かったなって思いますねでもそのまあ
1711580	1724180	東京との猫候補者の中にひお一人その自分は実はここだけの話なんだけど長能力者なんだっていうふうに 語る方がいてそれをまあテキストで読んだりずっとまず
1724180	1737300	えっってこうちょっとはじろうギだりするわけですけどその実は私長能力がありましてねって言ったときに 畑山さんが全くこう移動だにせず動揺せずにその長能力者である
1737300	1746580	っていうこの彼の訴えスピーチを受け止めるシーンっていうのは なんとかちょっと言葉に言い表せない
1746580	1755780	あっまったく同時てないってこの動かなさみたいなものが 確かされるっていうのが不思議な経験ではありましたよね
1755780	1760820	でもあの時 それはでもなんていうんだろう
1760820	1770180	かなりトリッキーな宣言だなというふうに思うわけですけど僕は自信はねその長能力者でする私は実はという そう言われた時にこう本当に同時ないですもんね
1770260	1777460	というよりもあの後8もうちょっと 後に僕はその中あの中村さんというか
1777460	1788820	ですけど中村さんにいや長能力を世のため人のために使おうとするなんてすごいじゃないですか 確かに何で自分だけで独占して大金持ちになろうとかしない
1789140	1802820	すごいなっていう驚きの方がまさってるから 普通に驚かないっていうのを一つとあと超能力を使っている方っていうのにこれまでにも
1802820	1814980	お会いしたことがあるっていうのがやっぱり長年の選挙はいってことはもう あの前もいたなってはいことですねはいその前に僕がお会いしたその超能力を持ち
1814980	1821700	の方はご自宅にいながらにして 新宿で街頭演説をしているっていう方
1821700	1831300	ご自宅にいながら年を送ってながらテレパシーですよね いうことをおっしゃる方がいらっしゃったので
1831300	1838980	そういうことかそういうことかこういう方がいらっしゃるんだな 1人じゃない2人だ破罰ができたっていう
1838980	1846980	はいなの力そうしゃん破罰みたいなねはい でまあやっぱり選挙にお出になる方ってその世の中で言ったら
1846980	1858420	一部なわけですよねその国政選挙だと特にその衆議員だと非選挙権持ってる人のうちの 75000人に1人ぐらいしか非選挙権講師してないし
1858420	1870260	レーナンスバーってことですね参議院選挙だと20万人に1人ぐらいしか出ない いう数値だとほとんど出ないほとんど出ないだけどその中でも
1870260	1881700	選ばれし人の中でもこんなに幅があるっていうことは 選挙に出ない人たちこの世の中に生きてる人たちってもっと幅広いはずだって思うと
1881700	1890100	もう世の中宝の山じゃないですかいろんな人がいるっていうのがやっぱり選挙の醍醐味ですよね
1890100	1897700	しかもまあこの映画でも5本でも書かれてますけど立候するのはやっぱり日本はただではなくて共宅金というのは300万円
1897700	1908900	というのをかかってしまうかかってある一定の票を取らないと防衆されてしまうと まあそういった候補の人たちはまあ結構的には多くはほとんどほとんどねはい
1908900	1917540	まあその300万円取られてしまうけどそれをお金を払った上で私はこういうことを考えてます
1917540	1927140	外に言おうとするっていうのはなかなかのそれぞれがなかなかの一種を持ってるよね そうじゃないとちょっとふざけて出るのは難しいですよね
1927140	1933620	相当そうですよねっていうことをやっぱり長年取材してて思いますし で
1933620	1942660	やっぱり選挙にお出になる方って本当に毎日こう選挙で何を訴えようかっていうことを考えているので まあ
1942660	1950180	オタクっていうか政策のオタクというかね政治に関してずっと考えているオタクじゃないですか
1950180	1957300	で有権者ってもう本当に選挙の時ぐらいしかその政策のことについてあまり深く考えたりしないので
1957300	1967220	選挙の時にその全員の候補者の考えをザーッとでも見るだけでその4年間なら4年間
1967220	1977140	参議院だと6年に1回ですけどまあ半分半分なんで3年に1回 一生懸命考えるだけで政治に一気に詳しくなれる
1977140	1985460	これが今のようなかの問題なんだということをみんなが出して政治のオタクがみんながこれでどうですかっていうことを出してくれるんで
1985460	1996980	ものすごくその 人気の3年なり4年なりをサボってた有権者も一気に時代に追いつける機会だからやっぱり
1997060	2000660	見るっていうのはすごく大事だなって思いますね
2000660	2005860	この今回の映画でね少しこう映画の方からコメントを書いてくださいとはいはい
2005860	2013300	すいませんにも言っていただいてまあ映画を見ながらこういろいろコメントの方を書いてたんですけど結果的に採用されたのが
2013300	2018820	見終わって頭に浮かんだのが優しさという言葉と聞く方も聞かれる方もなんか優しいのだ
2018820	2024900	日頃これを感じられないのはどうしてなんだろうなんていうコメントを書いたんですけどなんか本当に見ていると
2024900	2033060	畑山さんもそうだしそのマイクを向けられた人も何かこう優しさみたいなものをおびてるなっていう風に感じたんですけれども
2033060	2040020	それはでもやっぱりこう今やっぱり僕なんか政治の言葉ってことを考えた時にとも一方通行だったり
2040020	2048340	コミュニケーションしてる風の会話対話みたいなものがそれがなんか政治の言葉対話のベースになってるけれども
